TERREADELI LATITUDE    -66.65    LONGITUDE     140       ALTITUDE    32 M
TERREADELI INSTRUMENT   9-NM-64  NEUTRON MONITOR	
TERREADELI STANDARD PRESSURE    740     MMHG   COEFFICIENT   -0.99     % / MMHG
TERREADELI PRE-INCREASE BASELINE TIME INTERVAL    031028    100000-110000   UT
TERREADELI PRE-INCREASE AVERAGE COUNTING RATE     98.11      COUNTS PER SECOND
TERREADELI TIME INTERVALS    300      
TERREADELI SCALE FACTORS     1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
TERREADELI 031027 300  014500-015000   10      94.07  747.3    101.00     2.90    -9999
TERREADELI 031027 300  015000-015500   10      94.87  747.3    101.87     3.80    -9999
TERREADELI 031027 300  015500-020000   10      94.60  747.3    101.60     3.60    -9999
TERREADELI 031027 300  020000-020500   10      94.67  747.3    101.67     3.60    -9999
TERREADELI 031027 300  020500-021000   10      93.60  747.3    100.53     2.50    -9999
TERREADELI 031027 300  021000-021500   10      93.53  747.2    100.33     2.30    -9999
TERREADELI 031027 300  021500-022000   10      95.00  747.2    101.93     3.90    -9999
TERREADELI 031027 300  022000-022500   10      95.40  747.2    102.33     4.30    -9999
TERREADELI 031027 300  022500-023000   10      92.40  747.2     99.13     1.00    -9999
TERREADELI 031027 300  023000-023500   10      93.53  747.2    100.40     2.30    -9999
TERREADELI 031027 300  023500-024000   10      95.00  747.2    101.93     3.90    -9999
TERREADELI 031027 300  024000-024500   10      92.27  747.2     99.00     0.90    -9999
TERREADELI 031027 300  024500-025000   10      92.07  747.1     98.67     0.60    -9999
TERREADELI 031027 300  025000-025500   10      93.00  747.0     99.60     1.50    -9999
TERREADELI 031027 300  025500-030000   10      93.67  747.0    100.33     2.30    -9999
TERREADELI 031027 300  030000-030500   10      95.00  747.1    101.80     3.80    -9999
TERREADELI 031027 300  030500-031000   10      93.87  747.0    100.53     2.50    -9999
TERREADELI 031027 300  031000-031500   10      94.80  747.0    101.47     3.40    -9999
TERREADELI 031027 300  031500-032000   10      94.73  746.9    101.33     3.30    -9999
TERREADELI 031027 300  032000-032500   10      94.53  746.9    101.13     3.10    -9999
TERREADELI 031027 300  032500-033000   10      95.60  746.8    102.20     4.20    -9999
TERREADELI 031027 300  033000-033500   10      93.67  746.9    100.20     2.10    -9999
TERREADELI 031027 300  033500-034000   10      94.07  746.9    100.67     2.60    -9999
TERREADELI 031027 300  034000-034500   10      94.80  746.9    101.40     3.40    -9999
TERREADELI 031027 300  034500-035000   10      95.40  746.8    101.93     3.90    -9999
TERREADELI 031027 300  035000-035500   10      94.87  746.8    101.33     3.30    -9999
TERREADELI 031027 300  035500-040000   10      93.53  746.8    100.00     1.90    -9999
TERREADELI 031027 300  040000-040500   10      93.87  746.8    100.33     2.30    -9999
TERREADELI 031027 300  040500-041000   10      94.73  746.8    101.20     3.10    -9999
TERREADELI 031027 300  041000-041500   10      94.73  746.7    101.13     3.10    -9999
TERREADELI 031027 300  041500-042000   10      94.93  746.6    101.27     3.20    -9999
TERREADELI 031027 300  042000-042500   10      93.80  746.6    100.07     2.00    -9999
TERREADELI 031027 300  042500-043000   10      94.13  746.6    100.40     2.30    -9999
TERREADELI 031027 300  043000-043500   10      94.87  746.6    101.13     3.10    -9999
TERREADELI 031027 300  043500-044000   10      95.20  746.6    101.53     3.50    -9999
TERREADELI 031027 300  044000-044500   10      93.93  746.5    100.07     2.00    -9999
TERREADELI 031027 300  044500-045000   10      95.47  746.5    101.73     3.70    -9999
TERREADELI 031027 300  045000-045500   10      94.40  746.4    100.47     2.40    -9999
TERREADELI 031027 300  045500-050000   10      95.60  746.4    101.73     3.70    -9999
TERREADELI 031027 300  050000-050500   10      94.53  746.4    100.60     2.50    -9999
TERREADELI 031027 300  050500-051000   10      94.80  746.4    100.87     2.80    -9999
TERREADELI 031027 300  051000-051500   10      94.73  746.4    100.87     2.80    -9999
TERREADELI 031027 300  051500-052000   10      96.40  746.3    102.47     4.40    -9999
TERREADELI 031027 300  052000-052500   10      97.13  746.3    103.20     5.20    -9999
TERREADELI 031027 300  052500-053000   10      96.20  746.3    102.33     4.30    -9999
TERREADELI 031027 300  053000-053500   10      95.00  746.3    101.07     3.00    -9999
TERREADELI 031027 300  053500-054000   10      95.47  746.2    101.40     3.40    -9999
TERREADELI 031027 300  054000-054500   10      95.00  746.2    100.93     2.90    -9999
TERREADELI 031027 300  054500-055000   10      94.47  746.2    100.33     2.30    -9999
TERREADELI 031027 300  055000-055500   10      95.00  746.2    100.93     2.90    -9999
TERREADELI 031027 300  055500-060000   10      95.00  746.2    100.87     2.80    -9999
TERREADELI 031027 300  060000-060500   10      94.73  746.2    100.60     2.50    -9999
TERREADELI 031027 300  060500-061000   10      95.13  746.2    101.13     3.10    -9999
TERREADELI 031027 300  061000-061500   10      95.87  746.2    101.87     3.80    -9999
TERREADELI 031027 300  061500-062000   10      94.93  746.2    100.87     2.80    -9999
TERREADELI 031027 300  062000-062500   10      96.00  746.2    102.00     4.00    -9999
TERREADELI 031027 300  062500-063000   10      96.13  746.1    102.00     4.00    -9999
TERREADELI 031027 300  063000-063500   10      95.07  746.1    100.87     2.80    -9999
TERREADELI 031027 300  063500-064000   10      95.67  746.1    101.53     3.50    -9999
TERREADELI 031027 300  064000-064500   10      95.80  746.1    101.73     3.70    -9999
TERREADELI 031027 300  064500-065000   10      94.93  746.1    100.73     2.70    -9999
TERREADELI 031027 300  065000-065500   10      95.07  746.1    100.87     2.80    -9999
TERREADELI 031027 300  065500-070000   10      95.47  746.1    101.27     3.20    -9999
TERREADELI 031027 300  070000-070500   10      95.40  746.1    101.27     3.20    -9999
TERREADELI 031027 300  070500-071000   10      94.33  746.1    100.13     2.10    -9999
TERREADELI 031027 300  071000-071500   10      94.93  746.1    100.73     2.70    -9999
TERREADELI 031027 300  071500-072000   10      95.00  746.1    100.80     2.70    -9999
TERREADELI 031027 300  072000-072500   10      95.87  746.1    101.80     3.80    -9999
TERREADELI 031027 300  072500-073000   10      96.40  746.1    102.27     4.20    -9999
TERREADELI 031027 300  073000-073500   10      95.60  746.1    101.47     3.40    -9999
TERREADELI 031027 300  073500-074000   10      94.33  746.1    100.13     2.10    -9999
TERREADELI 031027 300  074000-074500   10      95.53  746.1    101.33     3.30    -9999
TERREADELI 031027 300  074500-075000   10      96.00  746.1    101.87     3.80    -9999
TERREADELI 031027 300  075000-075500   10      96.87  746.1    102.80     4.80    -9999
TERREADELI 031027 300  075500-080000   10      96.13  746.1    102.00     4.00    -9999
TERREADELI 031027 300  080000-080500   10      95.20  746.1    101.07     3.00    -9999
TERREADELI 031027 300  080500-081000   10      95.87  746.1    101.73     3.70    -9999
TERREADELI 031027 300  081000-081500   10      95.33  746.1    101.13     3.10    -9999
TERREADELI 031027 300  081500-082000   10      96.33  746.1    102.27     4.20    -9999
TERREADELI 031027 300  082000-082500   10      94.93  746.1    100.80     2.70    -9999
TERREADELI 031027 300  082500-083000   10      95.53  746.2    101.47     3.40    -9999
TERREADELI 031027 300  083000-083500   10      96.13  746.1    102.00     4.00    -9999
TERREADELI 031027 300  083500-084000   10      95.87  746.2    101.87     3.80    -9999
TERREADELI 031027 300  084000-084500   10      96.13  746.2    102.13     4.10    -9999
TERREADELI 031027 300  084500-085000   10      97.07  746.2    103.13     5.10    -9999
TERREADELI 031027 300  085000-085500   10      94.80  746.2    100.67     2.60    -9999
TERREADELI 031027 300  085500-090000   10      94.33  746.2    100.20     2.10    -9999
TERREADELI 031027 300  090000-090500   10      95.40  746.2    101.33     3.30    -9999
TERREADELI 031027 300  090500-091000   10      96.47  746.2    102.47     4.40    -9999
TERREADELI 031027 300  091000-091500   10      95.20  746.3    101.20     3.10    -9999
TERREADELI 031027 300  091500-092000   10      96.33  746.3    102.47     4.40    -9999
TERREADELI 031027 300  092000-092500   10      95.00  746.3    101.00     2.90    -9999
TERREADELI 031027 300  092500-093000   10      96.13  746.4    102.33     4.30    -9999
TERREADELI 031027 300  093000-093500   10      95.40  746.4    101.53     3.50    -9999
TERREADELI 031027 300  093500-094000   10      95.67  746.4    101.87     3.80    -9999
TERREADELI 031027 300  094000-094500   10      96.80  746.4    103.07     5.10    -9999
TERREADELI 031027 300  094500-095000   10      95.40  746.4    101.60     3.60    -9999
TERREADELI 031027 300  095000-095500   10      94.60  746.4    100.67     2.60    -9999
TERREADELI 031027 300  095500-100000   10      95.93  746.5    102.20     4.20    -9999
TERREADELI 031027 300  100000-100500   10      96.73  746.5    103.07     5.10    -9999
TERREADELI 031027 300  100500-101000   10      96.00  746.5    102.27     4.20    -9999
TERREADELI 031027 300  101000-101500   10      96.47  746.6    102.87     4.90    -9999
TERREADELI 031027 300  101500-102000   10      94.60  746.7    101.00     2.90    -9999
TERREADELI 031027 300  102000-102500   10      94.47  746.7    100.87     2.80    -9999
TERREADELI 031027 300  102500-103000   10      94.07  746.8    100.53     2.50    -9999
TERREADELI 031027 300  103000-103500   10      94.13  746.7    100.53     2.50    -9999
TERREADELI 031027 300  103500-104000   10      95.33  746.8    101.87     3.80    -9999
TERREADELI 031027 300  104000-104500   10      94.93  746.8    101.47     3.40    -9999
TERREADELI 031027 300  104500-105000   10      94.80  746.8    101.27     3.20    -9999
TERREADELI 031027 300  105000-105500   10      97.07  746.8    103.73     5.70    -9999
TERREADELI 031027 300  105500-110000   10      95.00  746.8    101.47     3.40    -9999
TERREADELI 031027 300  110000-110500   10      94.13  746.8    100.60     2.50    -9999
TERREADELI 031027 300  110500-111000   10      94.87  746.8    101.40     3.40    -9999
TERREADELI 031027 300  111000-111500   10      97.00  746.8    103.60     5.60    -9999
TERREADELI 031027 300  111500-112000   10      94.20  746.9    100.80     2.70    -9999
TERREADELI 031027 300  112000-112500   10      96.33  746.8    102.93     4.90    -9999
TERREADELI 031027 300  112500-113000   10      94.00  746.9    100.53     2.50    -9999
TERREADELI 031027 300  113000-113500   10      96.53  746.9    103.27     5.30    -9999
TERREADELI 031027 300  113500-114000   10      94.80  746.9    101.47     3.40    -9999
TERREADELI 031027 300  114000-114500   10      94.87  747.0    101.60     3.60    -9999
TERREADELI 031027 300  114500-115000   10      92.73  747.0     99.27     1.20    -9999
TERREADELI 031027 300  115000-115500   10      94.33  747.0    101.00     2.90    -9999
TERREADELI 031027 300  115500-120000   10      95.00  747.1    101.80     3.80    -9999
TERREADELI 031027 300  120000-120500   10      94.80  747.0    101.53     3.50    -9999
TERREADELI 031027 300  120500-121000   10      95.20  747.1    102.00     4.00    -9999
TERREADELI 031027 300  121000-121500   10      96.27  747.1    103.20     5.20    -9999
TERREADELI 031027 300  121500-122000   10      95.53  747.2    102.47     4.40    -9999
TERREADELI 031027 300  122000-122500   10      93.73  747.1    100.47     2.40    -9999
TERREADELI 031027 300  122500-123000   10      94.73  747.2    101.60     3.60    -9999
TERREADELI 031027 300  123000-123500   10      95.60  747.2    102.53     4.50    -9999
TERREADELI 031027 300  123500-124000   10      94.47  747.2    101.33     3.30    -9999
TERREADELI 031027 300  124000-124500   10      95.67  747.2    102.67     4.60    -9999
TERREADELI 031027 300  124500-125000   10      93.33  747.2    100.13     2.10    -9999
TERREADELI 031027 300  125000-125500   10      95.27  747.1    102.13     4.10    -9999
TERREADELI 031027 300  125500-130000   10      94.33  747.2    101.20     3.10    -9999
TERREADELI 031027 300  130000-130500   10      95.13  747.2    102.07     4.00    -9999
TERREADELI 031027 300  130500-131000   10      94.60  747.1    101.40     3.40    -9999
TERREADELI 031027 300  131000-131500   10      93.07  747.2     99.87     1.80    -9999
TERREADELI 031027 300  131500-132000   10      93.07  747.3     99.93     1.90    -9999
TERREADELI 031027 300  132000-132500   10      94.73  747.3    101.73     3.70    -9999
TERREADELI 031027 300  132500-133000   10      93.00  747.4     99.93     1.90    -9999
TERREADELI 031027 300  133000-133500   10      93.27  747.4    100.27     2.20    -9999
TERREADELI 031027 300  133500-134000   10      95.13  747.3    102.13     4.10    -9999
TERREADELI 031027 300  134000-134500   10      94.00  747.3    100.93     2.90    -9999
TERREADELI 031027 300  134500-135000   10      94.73  747.3    101.73     3.70    -9999
TERREADELI 031027 300  135000-135500   10      95.27  747.3    102.27     4.20    -9999
TERREADELI 031027 300  135500-140000   10      94.07  747.2    100.93     2.90    -9999
TERREADELI 031027 300  140000-140500   10      92.67  747.3     99.47     1.40    -9999
TERREADELI 031027 300  140500-141000   10      93.80  747.3    100.73     2.70    -9999
TERREADELI 031027 300  141000-141500   10      94.07  747.4    101.13     3.10    -9999
TERREADELI 031027 300  141500-142000   10      93.53  747.4    100.53     2.50    -9999
TERREADELI 031027 300  142000-142500   10      94.93  747.4    102.07     4.00    -9999
TERREADELI 031027 300  142500-143000   10      95.60  747.5    102.87     4.90    -9999
TERREADELI 031027 300  143000-143500   10      95.47  747.5    102.73     4.70    -9999
TERREADELI 031027 300  143500-144000   10      94.00  747.5    101.07     3.00    -9999
TERREADELI 031027 300  144000-144500   10      93.33  747.6    100.53     2.50    -9999
TERREADELI 031027 300  144500-145000   10      93.93  747.6    101.20     3.10    -9999
TERREADELI 031027 300  145000-145500   10      94.33  747.5    101.47     3.40    -9999
TERREADELI 031027 300  145500-150000   10      94.13  747.6    101.40     3.40    -9999
TERREADELI 031027 300  150000-150500   10      93.87  747.7    101.13     3.10    -9999
TERREADELI 031027 300  150500-151000   10      94.40  747.8    101.87     3.80    -9999
TERREADELI 031027 300  151000-151500   10      92.27  747.9     99.67     1.60    -9999
TERREADELI 031027 300  151500-152000   10      93.53  747.9    101.00     2.90    -9999
TERREADELI 031027 300  152000-152500   10      93.13  747.9    100.60     2.50    -9999
TERREADELI 031027 300  152500-153000   10      94.20  747.9    101.80     3.80    -9999
TERREADELI 031027 300  153000-153500   10      94.07  748.0    101.73     3.70    -9999
TERREADELI 031027 300  153500-154000   10      92.87  747.9    100.33     2.30    -9999
TERREADELI 031027 300  154000-154500   10      94.93  748.0    102.73     4.70    -9999
TERREADELI 031027 300  154500-155000   10      95.27  748.0    103.00     5.00    -9999
TERREADELI 031027 300  155000-155500   10      94.73  748.0    102.47     4.40    -9999
TERREADELI 031027 300  155500-160000   10      94.07  748.0    101.73     3.70    -9999
TERREADELI 031027 300  160000-160500   10      92.87  748.0    100.40     2.30    -9999
TERREADELI 031027 300  160500-161000   10      94.67  748.1    102.40     4.40    -9999
TERREADELI 031027 300  161000-161500   10      93.27  748.1    101.00     2.90    -9999
TERREADELI 031027 300  161500-162000   10      92.73  748.2    100.40     2.30    -9999
TERREADELI 031027 300  162000-162500   10      95.00  748.2    102.93     4.90    -9999
TERREADELI 031027 300  162500-163000   10      94.20  748.2    102.00     4.00    -9999
TERREADELI 031027 300  163000-163500   10      91.93  748.3     99.67     1.60    -9999
TERREADELI 031027 300  163500-164000   10      92.87  748.3    100.73     2.70    -9999
TERREADELI 031027 300  164000-164500   10      94.27  748.3    102.27     4.20    -9999
TERREADELI 031027 300  164500-165000   10      93.33  748.4    101.33     3.30    -9999
TERREADELI 031027 300  165000-165500   10      94.60  748.4    102.67     4.60    -9999
TERREADELI 031027 300  165500-170000   10      93.40  748.4    101.47     3.40    -9999
TERREADELI 031027 300  170000-170500   10      94.73  748.3    102.80     4.80    -9999
TERREADELI 031027 300  170500-171000   10      94.00  748.3    101.93     3.90    -9999
TERREADELI 031027 300  171000-171500   10      92.53  748.4    100.47     2.40    -9999
TERREADELI 031027 300  171500-172000   10      93.67  748.4    101.67     3.60    -9999
TERREADELI 031027 300  172000-172500   10      94.93  748.5    103.20     5.20    -9999
TERREADELI 031027 300  172500-173000   10      93.93  748.6    102.27     4.20    -9999
TERREADELI 031027 300  173000-173500   10      94.40  748.5    102.53     4.50    -9999
TERREADELI 031027 300  173500-174000   10      94.00  748.5    102.13     4.10    -9999
TERREADELI 031027 300  174000-174500   10      94.27  748.5    102.40     4.40    -9999
TERREADELI 031027 300  174500-175000   10      92.27  748.6    100.40     2.30    -9999
TERREADELI 031027 300  175000-175500   10      94.67  748.6    102.93     4.90    -9999
TERREADELI 031027 300  175500-180000   10      93.47  748.6    101.67     3.60    -9999
TERREADELI 031027 300  180000-180500   10      92.40  748.7    100.60     2.50    -9999
TERREADELI 031027 300  180500-181000   10      93.87  748.8    102.33     4.30    -9999
TERREADELI 031027 300  181000-181500   10      93.00  748.8    101.40     3.40    -9999
TERREADELI 031027 300  181500-182000   10      93.33  748.7    101.60     3.60    -9999
TERREADELI 031027 300  182000-182500   10      92.73  748.8    101.07     3.00    -9999
TERREADELI 031027 300  182500-183000   10      95.40  748.7    103.93     5.90    -9999
TERREADELI 031027 300  183000-183500   10      92.47  748.7    100.73     2.70    -9999
TERREADELI 031027 300  183500-184000   10      92.47  748.8    100.80     2.70    -9999
TERREADELI 031027 300  184000-184500   10      92.47  748.9    100.87     2.80    -9999
TERREADELI 031027 300  184500-185000   10      94.33  748.9    102.93     4.90    -9999
TERREADELI 031027 300  185000-185500   10      92.87  748.8    101.20     3.10    -9999
TERREADELI 031027 300  185500-190000   10      92.80  748.8    101.13     3.10    -9999
TERREADELI 031027 300  190000-190500   10      93.40  748.9    101.93     3.90    -9999
TERREADELI 031027 300  190500-191000   10      92.33  748.9    100.67     2.60    -9999
TERREADELI 031027 300  191000-191500   10      93.73  749.0    102.33     4.30    -9999
TERREADELI 031027 300  191500-192000   10      92.93  749.1    101.60     3.60    -9999
TERREADELI 031027 300  192000-192500   10      93.53  749.1    102.33     4.30    -9999
TERREADELI 031027 300  192500-193000   10      93.33  749.2    102.13     4.10    -9999
TERREADELI 031027 300  193000-193500   10      93.67  749.2    102.53     4.50    -9999
TERREADELI 031027 300  193500-194000   10      91.00  749.2     99.60     1.50    -9999
TERREADELI 031027 300  194000-194500   10      91.87  749.2    100.53     2.50    -9999
TERREADELI 031027 300  194500-195000   10      92.87  749.3    101.73     3.70    -9999
TERREADELI 031027 300  195000-195500   10      91.20  749.3     99.87     1.80    -9999
TERREADELI 031027 300  195500-200000   10      93.27  749.2    102.07     4.00    -9999
TERREADELI 031027 300  200000-200500   10      93.33  749.2    102.13     4.10    -9999
TERREADELI 031027 300  200500-201000   10      93.00  749.2    101.80     3.80    -9999
TERREADELI 031027 300  201000-201500   10      93.87  749.1    102.67     4.60    -9999
TERREADELI 031027 300  201500-202000   10      93.60  749.2    102.47     4.40    -9999
TERREADELI 031027 300  202000-202500   10      94.20  749.3    103.20     5.20    -9999
TERREADELI 031027 300  202500-203000   10      93.13  749.4    102.20     4.20    -9999
TERREADELI 031027 300  203000-203500   10      93.00  749.4    102.00     4.00    -9999
TERREADELI 031027 300  203500-204000   10      93.27  749.3    102.13     4.10    -9999
TERREADELI 031027 300  204000-204500   10      92.47  749.2    101.20     3.10    -9999
TERREADELI 031027 300  204500-205000   10      94.53  749.2    103.40     5.40    -9999
TERREADELI 031027 300  205000-205500   10      94.47  749.3    103.47     5.50    -9999
TERREADELI 031027 300  205500-210000   10      93.07  749.4    102.07     4.00    -9999
TERREADELI 031027 300  210000-210500   10      93.80  749.4    102.80     4.80    -9999
TERREADELI 031027 300  210500-211000   10      92.87  749.6    102.07     4.00    -9999
TERREADELI 031027 300  211000-211500   10      92.20  749.7    101.40     3.40    -9999
TERREADELI 031027 300  211500-212000   10      93.60  749.7    102.93     4.90    -9999
TERREADELI 031027 300  212000-212500   10      93.40  749.7    102.73     4.70    -9999
TERREADELI 031027 300  212500-213000   10      93.40  749.7    102.73     4.70    -9999
TERREADELI 031027 300  213000-213500   10      92.93  749.6    102.07     4.00    -9999
TERREADELI 031027 300  213500-214000   10      92.00  749.7    101.20     3.10    -9999
TERREADELI 031027 300  214000-214500   10      93.53  749.6    102.73     4.70    -9999
TERREADELI 031027 300  214500-215000   10      92.73  749.7    102.00     4.00    -9999
TERREADELI 031027 300  215000-215500   10      93.33  749.7    102.67     4.60    -9999
TERREADELI 031027 300  215500-220000   10      92.80  749.8    102.13     4.10    -9999
TERREADELI 031027 300  220000-220500   10      92.47  749.9    101.87     3.80    -9999
TERREADELI 031027 300  220500-221000   10      89.93  749.8     99.00     0.90    -9999
TERREADELI 031027 300  221000-221500   10      91.53  749.8    100.73     2.70    -9999
TERREADELI 031027 300  221500-222000   10      93.60  749.8    103.07     5.10    -9999
TERREADELI 031027 300  222000-222500   10      94.33  749.8    103.87     5.90    -9999
TERREADELI 031027 300  222500-223000   10      91.73  750.0    101.20     3.10    -9999
TERREADELI 031027 300  223000-223500   10      91.27  750.0    100.67     2.60    -9999
TERREADELI 031027 300  223500-224000   10      93.20  750.0    102.80     4.80    -9999
TERREADELI 031027 300  224000-224500   10      93.33  750.0    103.00     5.00    -9999
TERREADELI 031027 300  224500-225000   10      90.73  750.1    100.13     2.10    -9999
TERREADELI 031027 300  225000-225500   10      94.13  750.0    103.87     5.90    -9999
TERREADELI 031027 300  225500-230000   10      91.73  749.8    100.93     2.90    -9999
TERREADELI 031027 300  230000-230500   10      92.93  749.9    102.40     4.40    -9999
TERREADELI 031027 300  230500-231000   10      93.40  749.9    102.93     4.90    -9999
TERREADELI 031027 300  231000-231500   10      92.67  749.7    101.93     3.90    -9999
TERREADELI 031027 300  231500-232000   10      93.00  749.7    102.27     4.20    -9999
TERREADELI 031027 300  232000-232500   10      93.20  749.9    102.67     4.60    -9999
TERREADELI 031027 300  232500-233000   10      91.67  749.7    100.73     2.70    -9999
TERREADELI 031027 300  233000-233500   10      94.40  749.9    104.07     6.10    -9999
TERREADELI 031027 300  233500-234000   10      91.87  750.0    101.33     3.30    -9999
TERREADELI 031027 300  234000-234500   10      92.07  750.1    101.60     3.60    -9999
TERREADELI 031027 300  234500-235000   10      91.73  750.1    101.27     3.20    -9999
TERREADELI 031027 300  235000-235500   10      92.53  750.1    102.20     4.20    -9999
TERREADELI 031027 300  235500-240000   10      92.67  750.3    102.53     4.50    -9999
TERREADELI 031028 300  000000-000500   10      91.93  750.3    101.73     3.70    -9999
TERREADELI 031028 300  000500-001000   10      92.00  750.2    101.67     3.60    -9999
TERREADELI 031028 300  001000-001500   10      93.60  750.3    103.60     5.60    -9999
TERREADELI 031028 300  001500-002000   10      92.53  750.3    102.40     4.40    -9999
TERREADELI 031028 300  002000-002500   10      91.73  750.3    101.47     3.40    -9999
TERREADELI 031028 300  002500-003000   10      92.33  750.3    102.13     4.10    -9999
TERREADELI 031028 300  003000-003500   10      92.13  750.4    102.07     4.00    -9999
TERREADELI 031028 300  003500-004000   10      90.33  750.3     99.93     1.90    -9999
TERREADELI 031028 300  004000-004500   10      92.00  750.3    101.80     3.80    -9999
TERREADELI 031028 300  004500-005000   10      91.60  750.3    101.33     3.30    -9999
TERREADELI 031028 300  005000-005500   10      93.33  750.3    103.27     5.30    -9999
TERREADELI 031028 300  005500-010000   10      92.53  750.3    102.33     4.30    -9999
TERREADELI 031028 300  010000-010500   10      92.00  750.3    101.80     3.80    -9999
TERREADELI 031028 300  010500-011000   10      91.60  750.3    101.33     3.30    -9999
TERREADELI 031028 300  011000-011500   10      91.60  750.3    101.33     3.30    -9999
TERREADELI 031028 300  011500-012000   10      91.87  750.2    101.53     3.50    -9999
TERREADELI 031028 300  012000-012500   10      91.07  750.2    100.67     2.60    -9999
TERREADELI 031028 300  012500-013000   10      93.00  750.2    102.80     4.80    -9999
TERREADELI 031028 300  013000-013500   10      91.93  750.2    101.60     3.60    -9999
TERREADELI 031028 300  013500-014000   10      91.27  750.4    101.07     3.00    -9999
TERREADELI 031028 300  014000-014500   10      92.47  750.4    102.33     4.30    -9999
TERREADELI 031028 300  014500-015000   10      92.20  750.6    102.33     4.30    -9999
TERREADELI 031028 300  015000-015500   10      92.20  750.5    102.20     4.20    -9999
TERREADELI 031028 300  015500-020000   10      92.20  750.4    102.07     4.00    -9999
TERREADELI 031028 300  020000-020500   10      91.07  750.5    101.00     2.90    -9999
TERREADELI 031028 300  020500-021000   10      89.93  750.5     99.67     1.60    -9999
TERREADELI 031028 300  021000-021500   10      89.67  750.5     99.40     1.30    -9999
TERREADELI 031028 300  021500-022000   10      90.87  750.5    100.67     2.60    -9999
TERREADELI 031028 300  022000-022500   10      90.67  750.6    100.60     2.50    -9999
TERREADELI 031028 300  022500-023000   10      89.27  750.6     99.07     1.00    -9999
TERREADELI 031028 300  023000-023500   10      89.87  750.6     99.73     1.70    -9999
TERREADELI 031028 300  023500-024000   10      90.40  750.6    100.27     2.20    -9999
TERREADELI 031028 300  024000-024500   10      89.53  750.6     99.40     1.30    -9999
TERREADELI 031028 300  024500-025000   10      89.80  750.5     99.53     1.40    -9999
TERREADELI 031028 300  025000-025500   10      89.07  750.5     98.73     0.60    -9999
TERREADELI 031028 300  025500-030000   10      90.60  750.5    100.40     2.30    -9999
TERREADELI 031028 300  030000-030500   10      91.67  750.5    101.60     3.60    -9999
TERREADELI 031028 300  030500-031000   10      92.07  750.6    102.13     4.10    -9999
TERREADELI 031028 300  031000-031500   10      91.07  750.6    101.00     2.90    -9999
TERREADELI 031028 300  031500-032000   10      90.53  750.6    100.47     2.40    -9999
TERREADELI 031028 300  032000-032500   10      90.93  750.6    100.93     2.90    -9999
TERREADELI 031028 300  032500-033000   10      92.13  750.6    102.20     4.20    -9999
TERREADELI 031028 300  033000-033500   10      89.73  750.7     99.67     1.60    -9999
TERREADELI 031028 300  033500-034000   10      90.80  750.8    101.00     2.90    -9999
TERREADELI 031028 300  034000-034500   10      90.80  750.8    100.93     2.90    -9999
