TERREADELI LATITUDE    -66.67    LONGITUDE     140.02    ALTITUDE    45 M
TERREADELI INSTRUMENT   9-NM-64  NEUTRON MONITOR	
TERREADELI STANDARD PRESSURE    740     MMHG   COEFFICIENT   -0.99     % / MMHG
TERREADELI PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
TERREADELI PRE-INCREASE AVERAGE COUNTING RATE     96.65      COUNTS PER SECOND
TERREADELI TIME INTERVALS    300      
TERREADELI SCALE FACTORS     1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
TERREADELI 000715 300  045500-050000   00      90.20  746.8     96.33    -0.30    -9999
TERREADELI 000715 300  050000-050500   00      91.13  746.9     97.47     0.80    -9999
TERREADELI 000715 300  050500-051000   00      90.60  747.1     97.07     0.40    -9999
TERREADELI 000715 300  051000-051500   00      90.60  747.2     97.20     0.60    -9999
TERREADELI 000715 300  051500-052000   00      89.60  747.3     96.20    -0.50    -9999
TERREADELI 000715 300  052000-052500   00      90.00  747.4     96.73     0.10    -9999
TERREADELI 000715 300  052500-053000   00      89.07  747.5     95.80    -0.90    -9999
TERREADELI 000715 300  053000-053500   00      91.07  747.4     97.87     1.30    -9999
TERREADELI 000715 300  053500-054000   00      88.87  747.4     95.47    -1.20    -9999
TERREADELI 000715 300  054000-054500   00      88.93  747.6     95.80    -0.90    -9999
TERREADELI 000715 300  054500-055000   00      89.80  747.7     96.80     0.20    -9999
TERREADELI 000715 300  055000-055500   00      90.00  747.8     97.13     0.50    -9999
TERREADELI 000715 300  055500-060000   00      89.47  748.0     96.73     0.10    -9999
TERREADELI 000715 300  060000-060500   00      88.13  748.2     95.47    -1.20    -9999
TERREADELI 000715 300  060500-061000   00      89.20  748.2     96.67     0.00    -9999
TERREADELI 000715 300  061000-061500   00      89.67  748.2     97.13     0.50    -9999
TERREADELI 000715 300  061500-062000   00      89.40  748.6     97.27     0.60    -9999
TERREADELI 000715 300  062000-062500   00      89.93  748.5     97.73     1.10    -9999
TERREADELI 000715 300  062500-063000   00      89.33  748.6     97.20     0.60    -9999
TERREADELI 000715 300  063000-063500   00      89.87  748.7     97.80     1.20    -9999
TERREADELI 000715 300  063500-064000   00      88.07  748.8     96.00    -0.70    -9999
TERREADELI 000715 300  064000-064500   00      90.00  748.8     98.07     1.50    -9999
TERREADELI 000715 300  064500-065000   00      89.27  749.0     97.53     0.90    -9999
TERREADELI 000715 300  065000-065500   00      87.93  749.1     96.13    -0.50    -9999
TERREADELI 000715 300  065500-070000   00      87.93  749.2     96.27    -0.40    -9999
TERREADELI 000715 300  070000-070500   00      88.87  749.1     97.20     0.60    -9999
TERREADELI 000715 300  070500-071000   00      85.53  749.4     93.80    -2.90    -9999
TERREADELI 000715 300  071000-071500   00      89.40  749.5     98.07     1.50    -9999
TERREADELI 000715 300  071500-072000   00      88.47  749.3     96.87     0.20    -9999
TERREADELI 000715 300  072000-072500   00      87.40  749.5     95.93    -0.70    -9999
TERREADELI 000715 300  072500-073000   00      89.40  749.4     98.00     1.40    -9999
TERREADELI 000715 300  073000-073500   00      86.93  749.5     95.40    -1.30    -9999
TERREADELI 000715 300  073500-074000   00      86.93  749.6     95.47    -1.20    -9999
TERREADELI 000715 300  074000-074500   00      88.93  749.6     97.73     1.10    -9999
TERREADELI 000715 300  074500-075000   00      87.93  749.6     96.60    -0.10    -9999
TERREADELI 000715 300  075000-075500   00      88.80  749.6     97.53     0.90    -9999
TERREADELI 000715 300  075500-080000   00      87.00  749.7     95.67    -1.00    -9999
TERREADELI 000715 300  080000-080500   00      88.13  749.8     97.00     0.40    -9999
TERREADELI 000715 300  080500-081000   00      88.47  749.7     97.27     0.60    -9999
TERREADELI 000715 300  081000-081500   00      88.47  750.0     97.53     0.90    -9999
TERREADELI 000715 300  081500-082000   00      86.87  750.0     95.80    -0.90    -9999
TERREADELI 000715 300  082000-082500   00      87.60  749.8     96.47    -0.20    -9999
TERREADELI 000715 300  082500-083000   00      86.87  750.0     95.73    -1.00    -9999
TERREADELI 000715 300  083000-083500   00      86.20  750.2     95.27    -1.40    -9999
TERREADELI 000715 300  083500-084000   00      89.20  750.2     98.60     2.00    -9999
TERREADELI 000715 300  084000-084500   00      86.60  749.9     95.40    -1.30    -9999
TERREADELI 000715 300  084500-085000   00      88.87  750.2     98.20     1.60    -9999
TERREADELI 000715 300  085000-085500   00      88.93  750.2     98.27     1.70    -9999
TERREADELI 000715 300  085500-090000   00      87.73  750.3     97.07     0.40    -9999
TERREADELI 000715 300  090000-090500   00      85.73  750.4     94.93    -1.80    -9999
TERREADELI 000715 300  090500-091000   00      86.80  750.6     96.27    -0.40    -9999
TERREADELI 000715 300  091000-091500   00      88.27  750.4     97.73     1.10    -9999
TERREADELI 000715 300  091500-092000   00      86.87  750.5     96.27    -0.40    -9999
TERREADELI 000715 300  092000-092500   00      86.73  750.8     96.40    -0.30    -9999
TERREADELI 000715 300  092500-093000   00      88.47  750.5     98.00     1.40    -9999
TERREADELI 000715 300  093000-093500   00      87.20  750.4     96.60    -0.10    -9999
TERREADELI 000715 300  093500-094000   00      88.53  750.7     98.33     1.70    -9999
TERREADELI 000715 300  094000-094500   00      86.27  750.8     95.87    -0.80    -9999
TERREADELI 000715 300  094500-095000   00      85.13  750.7     94.53    -2.20    -9999
TERREADELI 000715 300  095000-095500   00      86.67  750.7     96.27    -0.40    -9999
TERREADELI 000715 300  095500-100000   00      86.47  751.1     96.40    -0.30    -9999
TERREADELI 000715 300  100000-100500   00      85.60  750.9     95.27    -1.40    -9999
TERREADELI 000715 300  100500-101000   00      85.40  750.8     94.93    -1.80    -9999
TERREADELI 000715 300  101000-101500   00      87.33  750.8     97.07     0.40    -9999
TERREADELI 000715 300  101500-102000   00      85.80  750.9     95.47    -1.20    -9999
TERREADELI 000715 300  102000-102500   00      85.80  751.0     95.60    -1.10    -9999
TERREADELI 000715 300  102500-103000   00      85.60  751.2     95.53    -1.20    -9999
TERREADELI 000715 300  103000-103500   00      86.13  751.4     96.33    -0.30    -9999
TERREADELI 000715 300  103500-104000   00      85.53  751.4     95.67    -1.00    -9999
TERREADELI 000715 300  104000-104500   00      85.27  751.4     95.40    -1.30    -9999
TERREADELI 000715 300  104500-105000   00      86.13  751.7     96.60    -0.10    -9999
TERREADELI 000715 300  105000-105500   00      84.87  751.8     95.27    -1.40    -9999
TERREADELI 000715 300  105500-110000   00      85.13  751.7     95.47    -1.20    -9999
TERREADELI 000715 300  110000-110500   00      84.80  751.9     95.27    -1.40    -9999
TERREADELI 000715 300  110500-111000   00      84.93  752.1     95.67    -1.00    -9999
TERREADELI 000715 300  111000-111500   00      85.07  752.4     96.07    -0.60    -9999
TERREADELI 000715 300  111500-112000   00      83.33  752.6     94.33    -2.40    -9999
TERREADELI 000715 300  112000-112500   00      84.60  752.5     95.60    -1.10    -9999
TERREADELI 000715 300  112500-113000   00      84.07  752.7     95.20    -1.50    -9999
TERREADELI 000715 300  113000-113500   00      82.93  752.8     94.07    -2.70    -9999
TERREADELI 000715 300  113500-114000   00      84.27  752.8     95.53    -1.20    -9999
TERREADELI 000715 300  114000-114500   00      83.67  753.1     95.13    -1.60    -9999
TERREADELI 000715 300  114500-115000   00      83.60  753.1     95.13    -1.60    -9999
TERREADELI 000715 300  115000-115500   00      83.73  753.0     95.13    -1.60    -9999
TERREADELI 000715 300  115500-120000   00      83.67  753.3     95.40    -1.30    -9999
TERREADELI 000715 300  120000-120500   00      83.67  753.4     95.53    -1.20    -9999
TERREADELI 000715 300  120500-121000   00      84.87  753.4     96.80     0.20    -9999
TERREADELI 000715 300  121000-121500   00      83.27  753.7     95.27    -1.40    -9999
TERREADELI 000715 300  121500-122000   00      82.20  753.6     93.87    -2.90    -9999
TERREADELI 000715 300  122000-122500   00      83.13  753.7     95.13    -1.60    -9999
TERREADELI 000715 300  122500-123000   00      83.47  753.8     95.60    -1.10    -9999
TERREADELI 000715 300  123000-123500   00      83.53  754.0     95.87    -0.80    -9999
TERREADELI 000715 300  123500-124000   00      82.60  754.0     94.80    -1.90    -9999
TERREADELI 000715 300  124000-124500   00      82.40  753.8     94.33    -2.40    -9999
TERREADELI 000715 300  124500-125000   00      81.73  753.9     93.67    -3.10    -9999
TERREADELI 000715 300  125000-125500   00      82.00  754.0     94.07    -2.70    -9999
TERREADELI 000715 300  125500-130000   00      82.73  753.9     94.80    -1.90    -9999
TERREADELI 000715 300  130000-130500   00      83.07  754.0     95.27    -1.40    -9999
TERREADELI 000715 300  130500-131000   00      83.07  754.0     95.33    -1.40    -9999
TERREADELI 000715 300  131000-131500   00      83.00  753.9     95.13    -1.60    -9999
TERREADELI 000715 300  131500-132000   00      83.40  753.9     95.60    -1.10    -9999
TERREADELI 000715 300  132000-132500   00      81.93  753.9     93.93    -2.80    -9999
TERREADELI 000715 300  132500-133000   00      81.73  754.1     93.87    -2.90    -9999
TERREADELI 000715 300  133000-133500   00      82.13  753.9     94.13    -2.60    -9999
TERREADELI 000715 300  133500-134000   00      81.60  754.0     93.67    -3.10    -9999
TERREADELI 000715 300  134000-134500   00      83.47  754.0     95.73    -1.00    -9999
TERREADELI 000715 300  134500-135000   00      82.87  754.2     95.33    -1.40    -9999
TERREADELI 000715 300  135000-135500   00      83.87  754.2     96.47    -0.20    -9999
TERREADELI 000715 300  135500-140000   00      83.33  754.2     95.80    -0.90    -9999
TERREADELI 000715 300  140000-140500   00      82.93  754.2     95.33    -1.40    -9999
TERREADELI 000715 300  140500-141000   00      84.40  754.0     96.87     0.20    -9999
TERREADELI 000715 300  141000-141500   00      84.20  754.1     96.73     0.10    -9999
TERREADELI 000715 300  141500-142000   00      84.47  753.9     96.80     0.20    -9999
TERREADELI 000715 300  142000-142500   00      82.27  753.9     94.33    -2.40    -9999
TERREADELI 000715 300  142500-143000   00      82.60  753.9     94.67    -2.00    -9999
TERREADELI 000715 300  143000-143500   00      83.87  753.9     96.13    -0.50    -9999
TERREADELI 000715 300  143500-144000   00      83.27  753.8     95.33    -1.40    -9999
TERREADELI 000715 300  144000-144500   00      81.60  753.8     93.47    -3.30    -9999
TERREADELI 000715 300  144500-145000   00      82.73  753.8     94.73    -2.00    -9999
TERREADELI 000715 300  145000-145500   00      82.00  754.1     94.20    -2.50    -9999
TERREADELI 000715 300  145500-150000   00      83.87  754.0     96.27    -0.40    -9999
TERREADELI 000715 300  150000-150500   00      83.87  754.0     96.27    -0.40    -9999
TERREADELI 000715 300  150500-151000   00      82.67  754.0     94.87    -1.80    -9999
TERREADELI 000715 300  151000-151500   00      81.93  754.1     94.07    -2.70    -9999
TERREADELI 000715 300  151500-152000   00      84.47  754.1     97.07     0.40    -9999
TERREADELI 000715 300  152000-152500   00      83.47  754.1     95.93    -0.70    -9999
TERREADELI 000715 300  152500-153000   00      83.93  754.3     96.60    -0.10    -9999
TERREADELI 000715 300  153000-153500   00      85.20  754.4     98.13     1.50    -9999
TERREADELI 000715 300  153500-154000   00      84.67  754.6     97.80     1.20    -9999
TERREADELI 000715 300  154000-154500   00      84.20  754.8     97.40     0.80    -9999
TERREADELI 000715 300  154500-155000   00      82.20  754.7     95.00    -1.70    -9999
TERREADELI 000715 300  155000-155500   00      83.80  754.8     96.93     0.30    -9999
TERREADELI 000715 300  155500-160000   00      82.80  755.1     96.00    -0.70    -9999
TERREADELI 000715 300  160000-160500   00      83.67  755.0     96.93     0.30    -9999
TERREADELI 000715 300  160500-161000   00      84.20  755.1     97.73     1.10    -9999
TERREADELI 000715 300  161000-161500   00      83.93  755.1     97.33     0.70    -9999
TERREADELI 000715 300  161500-162000   00      81.47  755.4     94.80    -1.90    -9999
TERREADELI 000715 300  162000-162500   00      83.53  755.3     97.13     0.50    -9999
TERREADELI 000715 300  162500-163000   00      82.33  755.2     95.67    -1.00    -9999
TERREADELI 000715 300  163000-163500   00      82.07  755.3     95.33    -1.40    -9999
TERREADELI 000715 300  163500-164000   00      82.53  755.5     96.07    -0.60    -9999
TERREADELI 000715 300  164000-164500   00      82.47  755.4     95.93    -0.70    -9999
TERREADELI 000715 300  164500-165000   00      81.67  755.5     95.07    -1.60    -9999
TERREADELI 000715 300  165000-165500   00      80.93  755.4     94.20    -2.50    -9999
TERREADELI 000715 300  165500-170000   00      80.60  755.3     93.67    -3.10    -9999
TERREADELI 000715 300  170000-170500   00      82.93  755.5     96.60    -0.10    -9999
TERREADELI 000715 300  170500-171000   00      82.47  755.5     96.00    -0.70    -9999
TERREADELI 000715 300  171000-171500   00      81.60  755.5     95.00    -1.70    -9999
TERREADELI 000715 300  171500-172000   00      80.93  755.4     94.20    -2.50    -9999
TERREADELI 000715 300  172000-172500   00      82.40  755.4     95.87    -0.80    -9999
TERREADELI 000715 300  172500-173000   00      81.53  755.3     94.80    -1.90    -9999
TERREADELI 000715 300  173000-173500   00      82.47  755.4     95.93    -0.70    -9999
TERREADELI 000715 300  173500-174000   00      81.33  755.2     94.47    -2.30    -9999
TERREADELI 000715 300  174000-174500   00      81.07  755.4     94.33    -2.40    -9999
TERREADELI 000715 300  174500-175000   00      81.33  755.3     94.53    -2.20    -9999
TERREADELI 000715 300  175000-175500   00      80.67  755.4     93.80    -2.90    -9999
TERREADELI 000715 300  175500-180000   00      81.53  755.5     95.00    -1.70    -9999
TERREADELI 000715 300  180000-180500   00      81.87  755.4     95.27    -1.40    -9999
TERREADELI 000715 300  180500-181000   00      80.00  755.1     92.80    -4.00    -9999
TERREADELI 000715 300  181000-181500   00      82.67  755.2     96.00    -0.70    -9999
TERREADELI 000715 300  181500-182000   00      82.07  755.3     95.40    -1.30    -9999
TERREADELI 000715 300  182000-182500   00      82.40  755.2     95.67    -1.00    -9999
TERREADELI 000715 300  182500-183000   00      81.07  755.2     94.13    -2.60    -9999
TERREADELI 000715 300  183000-183500   00      80.93  755.2     94.00    -2.70    -9999
TERREADELI 000715 300  183500-184000   00      80.27  755.1     93.07    -3.70    -9999
TERREADELI 000715 300  184000-184500   00      81.47  755.2     94.60    -2.10    -9999
TERREADELI 000715 300  184500-185000   00      81.07  755.1     94.07    -2.70    -9999
TERREADELI 000715 300  185000-185500   00      80.80  755.3     93.93    -2.80    -9999
TERREADELI 000715 300  185500-190000   00      81.00  755.3     94.13    -2.60    -9999
TERREADELI 000715 300  190000-190500   00      82.47  755.2     95.80    -0.90    -9999
TERREADELI 000715 300  190500-191000   00      81.73  755.4     95.07    -1.60    -9999
TERREADELI 000715 300  191000-191500   00      81.27  755.3     94.47    -2.30    -9999
TERREADELI 000715 300  191500-192000   00      81.00  755.2     94.00    -2.70    -9999
TERREADELI 000715 300  192000-192500   00      79.73  755.3     92.67    -4.10    -9999
TERREADELI 000715 300  192500-193000   00      80.53  755.3     93.60    -3.20    -9999
TERREADELI 000715 300  193000-193500   00      82.13  755.2     95.33    -1.40    -9999
TERREADELI 000715 300  193500-194000   00      80.87  755.3     94.00    -2.70    -9999
TERREADELI 000715 300  194000-194500   00      81.33  755.5     94.80    -1.90    -9999
TERREADELI 000715 300  194500-195000   00      80.00  755.4     93.13    -3.60    -9999
TERREADELI 000715 300  195000-195500   00      80.67  755.4     93.87    -2.90    -9999
TERREADELI 000715 300  195500-200000   00      80.20  755.4     93.33    -3.40    -9999
TERREADELI 000715 300  200000-200500   00      77.80  755.3     90.40    -6.50    -9999
TERREADELI 000715 300  200500-201000   00      79.80  755.4     92.87    -3.90    -9999
TERREADELI 000715 300  201000-201500   00      78.80  755.4     91.67    -5.20    -9999
TERREADELI 000715 300  201500-202000   00      79.00  755.5     92.07    -4.70    -9999
TERREADELI 000715 300  202000-202500   00      78.13  755.4     90.93    -5.90    -9999
TERREADELI 000715 300  202500-203000   00      78.53  755.3     91.20    -5.60    -9999
TERREADELI 000715 300  203000-203500   00      78.07  755.4     90.80    -6.10    -9999
TERREADELI 000715 300  203500-204000   00      77.07  755.5     89.73    -7.20    -9999
TERREADELI 000715 300  204000-204500   00      78.20  755.5     91.07    -5.80    -9999
TERREADELI 000715 300  204500-205000   00      78.33  755.4     91.13    -5.70    -9999
TERREADELI 000715 300  205000-205500   00      77.80  755.4     90.53    -6.30    -9999
TERREADELI 000715 300  205500-210000   00      78.60  755.4     91.40    -5.40    -9999
TERREADELI 000715 300  210000-210500   00      79.73  755.3     92.67    -4.10    -9999
TERREADELI 000715 300  210500-211000   00      78.27  755.3     91.00    -5.80    -9999
TERREADELI 000715 300  211000-211500   00      77.73  755.1     90.13    -6.70    -9999
TERREADELI 000715 300  211500-212000   00      79.13  755.2     91.93    -4.90    -9999
TERREADELI 000715 300  212000-212500   00      78.00  755.2     90.53    -6.30    -9999
TERREADELI 000715 300  212500-213000   00      79.07  755.2     91.80    -5.00    -9999
TERREADELI 000715 300  213000-213500   00      79.00  755.2     91.73    -5.10    -9999
TERREADELI 000715 300  213500-214000   00      77.47  755.2     89.93    -7.00    -9999
TERREADELI 000715 300  214000-214500   00      76.67  755.3     89.13    -7.80    -9999
TERREADELI 000715 300  214500-215000   00      76.00  755.3     88.33    -8.60    -9999
TERREADELI 000715 300  215000-215500   00      76.07  755.1     88.20    -8.70    -9999
TERREADELI 000715 300  215500-220000   00      77.27  755.2     89.73    -7.20    -9999
TERREADELI 000715 300  220000-220500   00      76.80  755.2     89.20    -7.70    -9999
TERREADELI 000715 300  220500-221000   00      77.87  755.2     90.40    -6.50    -9999
TERREADELI 000715 300  221000-221500   00      75.47  755.3     87.67    -9.30    -9999
TERREADELI 000715 300  221500-222000   00      76.93  755.3     89.33    -7.60    -9999
TERREADELI 000715 300  222000-222500   00      77.13  755.3     89.60    -7.30    -9999
TERREADELI 000715 300  222500-223000   00      75.73  755.3     88.00    -8.90    -9999
TERREADELI 000715 300  223000-223500   00      77.00  755.4     89.60    -7.30    -9999
TERREADELI 000715 300  223500-224000   00      78.60  755.4     91.47    -5.40    -9999
TERREADELI 000715 300  224000-224500   00      76.13  755.3     88.47    -8.50    -9999
TERREADELI 000715 300  224500-225000   00      76.33  755.3     88.67    -8.30    -9999
TERREADELI 000715 300  225000-225500   00      74.73  755.4     87.00   -10.00    -9999
TERREADELI 000715 300  225500-230000   00      76.67  755.4     89.27    -7.60    -9999
TERREADELI 000715 300  230000-230500   00      76.80  755.3     89.27    -7.60    -9999
TERREADELI 000715 300  230500-231000   00      77.40  755.5     90.13    -6.70    -9999
TERREADELI 000715 300  231000-231500   00      76.27  755.2     88.53    -8.40    -9999
TERREADELI 000715 300  231500-232000   00      75.93  755.2     88.20    -8.70    -9999
TERREADELI 000715 300  232000-232500   00      76.73  755.2     89.13    -7.80    -9999
TERREADELI 000715 300  232500-233000   00      75.73  755.1     87.87    -9.10    -9999
TERREADELI 000715 300  233000-233500   00      77.53  755.1     89.93    -7.00    -9999
TERREADELI 000715 300  233500-234000   00      76.20  755.1     88.40    -8.50    -9999
TERREADELI 000715 300  234000-234500   00      75.93  755.1     88.07    -8.90    -9999
TERREADELI 000715 300  234500-235000   00      76.33  755.1     88.47    -8.50    -9999
TERREADELI 000715 300  235000-235500   00      76.93  754.9     89.07    -7.80    -9999
TERREADELI 000715 300  235500-240000   00      76.47  755.0     88.60    -8.30    -9999
*
*             	
COMMENT    DATA VERIFIED BY Pierre LANTOS	
COMMENT    E-MAIL:pierre.lantos@obspm.fr	
COMMENT    PARIS-MEUDON OBSERVATORY.	
COMMENT    PRE-INCREASE COUNT RATE VERIFIED AND CORRECTED (I.USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2022-05-13 14:50:50 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE59/C059TERA_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
