KERGUELEN  LATITUDE    -49.35    LONGITUDE     70.25     ALTITUDE    33 M
KERGUELEN  INSTRUMENT   18-NM-64  NEUTRON MONITOR	
KERGUELEN  STANDARD PRESSURE    750     MMHG   COEFFICIENT   -1.01     % / MMHG
KERGUELEN  PRE-INCREASE BASELINE TIME INTERVAL    061213    010000-020000   UT
KERGUELEN  PRE-INCREASE AVERAGE COUNTING RATE    217.44      COUNTS PER SECOND
KERGUELEN  TIME INTERVALS    300      
KERGUELEN  SCALE FACTORS     1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
KERGUELEN  061212 300  095000-095500   10     233.60  745.7    223.47     2.80    -9999
KERGUELEN  061212 300  095500-100000   10     231.47  745.8    221.60     1.90    -9999
KERGUELEN  061212 300  100000-100500   10     233.20  745.8    223.33     2.70    -9999
KERGUELEN  061212 300  100500-101000   10     231.47  746.0    222.13     2.20    -9999
KERGUELEN  061212 300  101000-101500   10     230.93  745.9    221.33     1.80    -9999
KERGUELEN  061212 300  101500-102000   10     232.67  746.0    223.33     2.70    -9999
KERGUELEN  061212 300  102000-102500   10     229.73  745.9    220.27     1.30    -9999
KERGUELEN  061212 300  102500-103000   10     231.20  746.1    222.00     2.10    -9999
KERGUELEN  061212 300  103000-103500   10     230.00  746.2    221.20     1.70    -9999
KERGUELEN  061212 300  103500-104000   10     228.67  746.2    219.73     1.10    -9999
KERGUELEN  061212 300  104000-104500   10     228.80  746.3    220.13     1.20    -9999
KERGUELEN  061212 300  104500-105000   10     229.87  746.4    221.47     1.80    -9999
KERGUELEN  061212 300  105000-105500   10     228.93  746.3    220.27     1.30    -9999
KERGUELEN  061212 300  105500-110000   10     228.93  746.3    220.27     1.30    -9999
KERGUELEN  061212 300  110000-110500   10     228.13  746.4    219.73     1.10    -9999
KERGUELEN  061212 300  110500-111000   10     225.73  746.4    217.33    -0.10    -9999
KERGUELEN  061212 300  111000-111500   10     227.73  746.4    219.33     0.90    -9999
KERGUELEN  061212 300  111500-112000   10     226.93  746.5    218.93     0.70    -9999
KERGUELEN  061212 300  112000-112500   10     225.87  746.6    218.00     0.30    -9999
KERGUELEN  061212 300  112500-113000   10     224.93  746.5    216.93    -0.20    -9999
KERGUELEN  061212 300  113000-113500   10     224.53  746.7    216.93    -0.20    -9999
KERGUELEN  061212 300  113500-114000   10     226.67  746.8    219.20     0.80    -9999
KERGUELEN  061212 300  114000-114500   10     222.93  746.7    215.33    -1.00    -9999
KERGUELEN  061212 300  114500-115000   10     226.00  746.7    218.40     0.40    -9999
KERGUELEN  061212 300  115000-115500   10     222.93  746.9    215.73    -0.80    -9999
KERGUELEN  061212 300  115500-120000   10     224.93  746.7    217.33    -0.10    -9999
KERGUELEN  061212 300  120000-120500   10     225.33  746.7    217.73     0.10    -9999
KERGUELEN  061212 300  120500-121000   10     224.00  746.8    216.80    -0.30    -9999
KERGUELEN  061212 300  121000-121500   10     224.13  746.9    216.93    -0.20    -9999
KERGUELEN  061212 300  121500-122000   10     224.93  746.9    217.73     0.10    -9999
KERGUELEN  061212 300  122000-122500   10     226.53  746.9    219.33     0.90    -9999
KERGUELEN  061212 300  122500-123000   10     227.07  746.9    219.87     1.10    -9999
KERGUELEN  061212 300  123000-123500   10     224.80  746.9    217.60     0.10    -9999
KERGUELEN  061212 300  123500-124000   10     228.00  746.9    220.80     1.50    -9999
KERGUELEN  061212 300  124000-124500   10     226.40  746.8    219.07     0.70    -9999
KERGUELEN  061212 300  124500-125000   10     225.73  746.8    218.40     0.40    -9999
KERGUELEN  061212 300  125000-125500   10     224.53  746.9    217.33    -0.10    -9999
KERGUELEN  061212 300  125500-130000   10     227.20  746.7    219.60     1.00    -9999
KERGUELEN  061212 300  130000-130500   10     228.53  746.7    220.93     1.60    -9999
KERGUELEN  061212 300  130500-131000   10     227.33  746.7    219.73     1.10    -9999
KERGUELEN  061212 300  131000-131500   10     226.80  746.6    218.93     0.70    -9999
KERGUELEN  061212 300  131500-132000   10     227.20  746.9    220.00     1.20    -9999
KERGUELEN  061212 300  132000-132500   10     226.40  746.9    219.20     0.80    -9999
KERGUELEN  061212 300  132500-133000   10     225.73  746.9    218.53     0.50    -9999
KERGUELEN  061212 300  133000-133500   10     227.33  747.0    220.40     1.40    -9999
KERGUELEN  061212 300  133500-134000   10     226.27  747.1    219.47     0.90    -9999
KERGUELEN  061212 300  134000-134500   10     224.53  747.1    217.73     0.10    -9999
KERGUELEN  061212 300  134500-135000   10     226.80  747.2    220.27     1.30    -9999
KERGUELEN  061212 300  135000-135500   10     226.40  747.2    220.00     1.20    -9999
KERGUELEN  061212 300  135500-140000   10     228.80  747.3    222.40     2.30    -9999
KERGUELEN  061212 300  140000-140500   10     227.47  747.3    221.20     1.70    -9999
KERGUELEN  061212 300  140500-141000   10     225.33  747.3    219.07     0.70    -9999
KERGUELEN  061212 300  141000-141500   10     224.27  747.3    218.00     0.30    -9999
KERGUELEN  061212 300  141500-142000   10     225.07  747.3    218.67     0.60    -9999
KERGUELEN  061212 300  142000-142500   10     228.00  747.3    221.60     1.90    -9999
KERGUELEN  061212 300  142500-143000   10     225.47  747.4    219.47     0.90    -9999
KERGUELEN  061212 300  143000-143500   10     226.67  747.4    220.67     1.50    -9999
KERGUELEN  061212 300  143500-144000   10     223.60  747.5    217.87     0.20    -9999
KERGUELEN  061212 300  144000-144500   10     224.67  747.6    219.07     0.70    -9999
KERGUELEN  061212 300  144500-145000   10     224.93  747.6    219.33     0.90    -9999
KERGUELEN  061212 300  145000-145500   10     223.07  747.6    217.47     0.00    -9999
KERGUELEN  061212 300  145500-150000   10     224.13  747.5    218.40     0.40    -9999
KERGUELEN  061212 300  150000-150500   10     226.13  747.6    220.53     1.40    -9999
KERGUELEN  061212 300  150500-151000   10     223.47  747.5    217.73     0.10    -9999
KERGUELEN  061212 300  151000-151500   10     224.27  747.5    218.40     0.40    -9999
KERGUELEN  061212 300  151500-152000   10     228.00  747.5    222.00     2.10    -9999
KERGUELEN  061212 300  152000-152500   10     227.87  747.5    221.87     2.00    -9999
KERGUELEN  061212 300  152500-153000   10     224.00  747.6    218.40     0.40    -9999
KERGUELEN  061212 300  153000-153500   10     225.73  747.5    219.73     1.10    -9999
KERGUELEN  061212 300  153500-154000   10     226.40  747.5    220.40     1.40    -9999
KERGUELEN  061212 300  154000-154500   10     227.60  747.6    222.00     2.10    -9999
KERGUELEN  061212 300  154500-155000   10     226.27  747.7    220.93     1.60    -9999
KERGUELEN  061212 300  155000-155500   10     228.13  747.7    222.80     2.50    -9999
KERGUELEN  061212 300  155500-160000   10     226.67  747.8    221.47     1.80    -9999
KERGUELEN  061212 300  160000-160500   10     223.87  747.9    219.07     0.70    -9999
KERGUELEN  061212 300  160500-161000   10     225.87  747.9    220.93     1.60    -9999
KERGUELEN  061212 300  161000-161500   10     222.53  748.0    217.73     0.10    -9999
KERGUELEN  061212 300  161500-162000   10     223.73  748.2    219.47     0.90    -9999
KERGUELEN  061212 300  162000-162500   10     222.67  748.2    218.40     0.40    -9999
KERGUELEN  061212 300  162500-163000   10     224.93  748.2    220.67     1.50    -9999
KERGUELEN  061212 300  163000-163500   10     223.33  748.2    218.93     0.70    -9999
KERGUELEN  061212 300  163500-164000   10     223.60  748.2    219.33     0.90    -9999
KERGUELEN  061212 300  164000-164500   10     222.00  748.1    217.60     0.10    -9999
KERGUELEN  061212 300  164500-165000   10     221.87  748.2    217.60     0.10    -9999
KERGUELEN  061212 300  165000-165500   10     224.53  748.2    220.27     1.30    -9999
KERGUELEN  061212 300  165500-170000   10     221.73  748.3    217.73     0.10    -9999
KERGUELEN  061212 300  170000-170500   10     223.07  748.3    219.07     0.70    -9999
KERGUELEN  061212 300  170500-171000   10     221.20  748.4    217.60     0.10    -9999
KERGUELEN  061212 300  171000-171500   10     222.80  748.3    218.80     0.60    -9999
KERGUELEN  061212 300  171500-172000   10     219.60  748.4    216.00    -0.70    -9999
KERGUELEN  061212 300  172000-172500   10     221.73  748.4    218.13     0.30    -9999
KERGUELEN  061212 300  172500-173000   10     221.33  748.5    217.73     0.10    -9999
KERGUELEN  061212 300  173000-173500   10     220.80  748.6    217.60     0.10    -9999
KERGUELEN  061212 300  173500-174000   10     220.40  748.6    217.20    -0.10    -9999
KERGUELEN  061212 300  174000-174500   10     221.73  748.5    218.13     0.30    -9999
KERGUELEN  061212 300  174500-175000   10     222.93  748.5    219.33     0.90    -9999
KERGUELEN  061212 300  175000-175500   10     222.53  748.5    218.93     0.70    -9999
KERGUELEN  061212 300  175500-180000   10     223.87  748.4    220.13     1.20    -9999
KERGUELEN  061212 300  180000-180500   10     224.00  748.3    220.00     1.20    -9999
KERGUELEN  061212 300  180500-181000   10     221.60  748.3    217.60     0.10    -9999
KERGUELEN  061212 300  181000-181500   10     224.00  748.4    220.13     1.20    -9999
KERGUELEN  061212 300  181500-182000   10     221.73  748.5    218.13     0.30    -9999
KERGUELEN  061212 300  182000-182500   10     220.40  748.7    217.20    -0.10    -9999
KERGUELEN  061212 300  182500-183000   10     220.00  748.8    217.20    -0.10    -9999
KERGUELEN  061212 300  183000-183500   10     220.13  748.9    217.47     0.00    -9999
KERGUELEN  061212 300  183500-184000   10     218.67  748.8    215.87    -0.70    -9999
KERGUELEN  061212 300  184000-184500   10     219.73  748.8    216.93    -0.20    -9999
KERGUELEN  061212 300  184500-185000   10     218.67  748.8    215.87    -0.70    -9999
KERGUELEN  061212 300  185000-185500   10     221.60  748.7    218.40     0.40    -9999
KERGUELEN  061212 300  185500-190000   10     220.53  748.8    217.73     0.10    -9999
KERGUELEN  061212 300  190000-190500   10     221.87  748.8    219.07     0.70    -9999
KERGUELEN  061212 300  190500-191000   10     219.60  748.8    216.80    -0.30    -9999
KERGUELEN  061212 300  191000-191500   10     220.53  748.9    217.73     0.10    -9999
KERGUELEN  061212 300  191500-192000   10     218.67  748.9    216.00    -0.70    -9999
KERGUELEN  061212 300  192000-192500   10     218.53  748.8    215.73    -0.80    -9999
KERGUELEN  061212 300  192500-193000   10     220.00  748.8    217.20    -0.10    -9999
KERGUELEN  061212 300  193000-193500   10     220.27  748.9    217.47     0.00    -9999
KERGUELEN  061212 300  193500-194000   10     219.60  748.8    216.80    -0.30    -9999
KERGUELEN  061212 300  194000-194500   10     218.93  748.8    216.13    -0.60    -9999
KERGUELEN  061212 300  194500-195000   10     221.20  748.8    218.40     0.40    -9999
KERGUELEN  061212 300  195000-195500   10     220.27  748.8    217.47     0.00    -9999
KERGUELEN  061212 300  195500-200000   10     223.60  748.7    220.40     1.40    -9999
KERGUELEN  061212 300  200000-200500   10     224.40  748.7    221.20     1.70    -9999
KERGUELEN  061212 300  200500-201000   10     222.00  748.6    218.67     0.60    -9999
KERGUELEN  061212 300  201000-201500   10     223.07  748.6    219.87     1.10    -9999
KERGUELEN  061212 300  201500-202000   10     220.53  748.6    217.33    -0.10    -9999
KERGUELEN  061212 300  202000-202500   10     223.20  748.6    220.00     1.20    -9999
KERGUELEN  061212 300  202500-203000   10     223.07  748.6    219.87     1.10    -9999
KERGUELEN  061212 300  203000-203500   10     222.80  748.6    219.60     1.00    -9999
KERGUELEN  061212 300  203500-204000   10     222.93  748.7    219.73     1.10    -9999
KERGUELEN  061212 300  204000-204500   10     220.27  748.7    217.07    -0.20    -9999
KERGUELEN  061212 300  204500-205000   10     221.33  748.8    218.53     0.50    -9999
KERGUELEN  061212 300  205000-205500   10     219.20  748.8    216.40    -0.50    -9999
KERGUELEN  061212 300  205500-210000   10     222.40  748.9    219.60     1.00    -9999
KERGUELEN  061212 300  210000-210500   10     219.73  748.9    217.07    -0.20    -9999
KERGUELEN  061212 300  210500-211000   10     218.67  749.0    216.27    -0.50    -9999
KERGUELEN  061212 300  211000-211500   10     219.60  748.9    216.93    -0.20    -9999
KERGUELEN  061212 300  211500-212000   10     219.20  748.8    216.40    -0.50    -9999
KERGUELEN  061212 300  212000-212500   10     218.27  748.7    215.07    -1.10    -9999
KERGUELEN  061212 300  212500-213000   10     220.93  748.5    217.33    -0.10    -9999
KERGUELEN  061212 300  213000-213500   10     224.93  748.4    221.07     1.70    -9999
KERGUELEN  061212 300  213500-214000   10     224.67  748.3    220.67     1.50    -9999
KERGUELEN  061212 300  214000-214500   10     224.80  748.3    220.80     1.50    -9999
KERGUELEN  061212 300  214500-215000   10     223.87  748.2    219.60     1.00    -9999
KERGUELEN  061212 300  215000-215500   10     225.33  748.3    221.33     1.80    -9999
KERGUELEN  061212 300  215500-220000   10     223.20  748.3    219.20     0.80    -9999
KERGUELEN  061212 300  220000-220500   10     224.53  748.4    220.80     1.50    -9999
KERGUELEN  061212 300  220500-221000   10     225.47  748.4    221.47     1.80    -9999
KERGUELEN  061212 300  221000-221500   10     222.40  748.4    218.67     0.60    -9999
KERGUELEN  061212 300  221500-222000   10     222.80  748.4    219.07     0.70    -9999
KERGUELEN  061212 300  222000-222500   10     223.07  748.4    219.47     0.90    -9999
KERGUELEN  061212 300  222500-223000   10     224.40  748.4    220.53     1.40    -9999
KERGUELEN  061212 300  223000-223500   10     224.00  748.4    220.40     1.40    -9999
KERGUELEN  061212 300  223500-224000   10     226.00  748.4    222.13     2.20    -9999
KERGUELEN  061212 300  224000-224500   10     222.00  748.5    218.40     0.40    -9999
KERGUELEN  061212 300  224500-225000   10     222.00  748.5    218.40     0.40    -9999
KERGUELEN  061212 300  225000-225500   10     225.20  748.4    221.47     1.80    -9999
KERGUELEN  061212 300  225500-230000   10     226.67  748.4    222.67     2.40    -9999
KERGUELEN  061212 300  230000-230500   10     226.67  748.4    222.67     2.40    -9999
KERGUELEN  061212 300  230500-231000   10     223.73  748.4    220.00     1.20    -9999
KERGUELEN  061212 300  231000-231500   10     222.80  748.4    219.07     0.70    -9999
KERGUELEN  061212 300  231500-232000   10     222.53  748.5    218.93     0.70    -9999
KERGUELEN  061212 300  232000-232500   10     221.87  748.5    218.27     0.40    -9999
KERGUELEN  061212 300  232500-233000   10     220.67  748.6    217.47     0.00    -9999
KERGUELEN  061212 300  233000-233500   10     222.13  748.7    218.93     0.70    -9999
KERGUELEN  061212 300  233500-234000   10     222.00  748.7    218.80     0.60    -9999
KERGUELEN  061212 300  234000-234500   10     220.40  748.7    217.20    -0.10    -9999
KERGUELEN  061212 300  234500-235000   10     221.87  748.7    218.67     0.60    -9999
KERGUELEN  061212 300  235000-235500   10     219.20  748.7    216.00    -0.70    -9999
KERGUELEN  061212 300  235500-240000   10     220.00  748.7    216.80    -0.30    -9999
KERGUELEN  061213 300  000000-000500   10     219.07  748.7    215.87    -0.70    -9999
KERGUELEN  061213 300  000500-001000   10     219.73  748.7    216.53    -0.40    -9999
KERGUELEN  061213 300  001000-001500   10     222.00  748.7    218.80     0.60    -9999
KERGUELEN  061213 300  001500-002000   10     222.13  748.7    218.93     0.70    -9999
KERGUELEN  061213 300  002000-002500   10     221.47  748.6    218.27     0.40    -9999
KERGUELEN  061213 300  002500-003000   10     222.67  748.5    219.07     0.70    -9999
KERGUELEN  061213 300  003000-003500   10     223.60  748.4    219.87     1.10    -9999
KERGUELEN  061213 300  003500-004000   10     223.60  748.4    219.73     1.10    -9999
KERGUELEN  061213 300  004000-004500   10     224.53  748.5    220.93     1.60    -9999
KERGUELEN  061213 300  004500-005000   10     224.67  748.5    221.07     1.70    -9999
KERGUELEN  061213 300  005000-005500   10     222.80  748.5    219.20     0.80    -9999
KERGUELEN  061213 300  005500-010000   10     225.07  748.5    221.47     1.80    -9999
KERGUELEN  061213 300  010000-010500   10     221.20  748.6    218.00     0.30    -9999
KERGUELEN  061213 300  010500-011000   10     223.33  748.6    220.13     1.20    -9999
KERGUELEN  061213 300  011000-011500   10     220.13  748.7    216.93    -0.20    -9999
KERGUELEN  061213 300  011500-012000   10     220.13  748.7    216.93    -0.20    -9999
KERGUELEN  061213 300  012000-012500   10     218.27  748.8    215.47    -0.90    -9999
KERGUELEN  061213 300  012500-013000   10     216.80  748.7    213.60    -1.80    -9999
KERGUELEN  061213 300  013000-013500   10     221.20  748.7    218.00     0.30    -9999
KERGUELEN  061213 300  013500-014000   10     223.33  748.7    220.13     1.20    -9999
KERGUELEN  061213 300  014000-014500   10     221.73  748.6    218.53     0.50    -9999
KERGUELEN  061213 300  014500-015000   10     221.20  748.5    217.60     0.10    -9999
KERGUELEN  061213 300  015000-015500   10     220.40  748.4    216.80    -0.30    -9999
KERGUELEN  061213 300  015500-020000   10     221.20  748.3    217.20    -0.10    -9999
KERGUELEN  061213 300  020000-020500   10     222.53  748.3    218.53     0.50     0.34
KERGUELEN  061213 300  020500-021000   10     220.93  748.4    217.33    -0.10    -0.29
KERGUELEN  061213 300  021000-021500   10     218.40  748.4    214.80    -1.20    -1.41
KERGUELEN  061213 300  021500-022000   10     220.93  748.4    217.33    -0.10    -0.33
KERGUELEN  061213 300  022000-022500   10     221.33  748.3    217.33    -0.10    -0.35
KERGUELEN  061213 300  022500-023000   10     221.47  748.3    217.47     0.00    -0.28
KERGUELEN  061213 300  023000-023500   10     222.27  748.3    218.27     0.40     0.10
KERGUELEN  061213 300  023500-024000   10     220.80  748.3    216.80    -0.30    -0.62
KERGUELEN  061213 300  024000-024500   10     222.40  748.4    218.80     0.60     0.25
KERGUELEN  061213 300  024500-025000   10     222.53  748.3    218.53     0.50     0.13
