NEWARK     LATITUDE    39.7      LONGITUDE     -75.7     ALTITUDE    50 M
NEWARK     INSTRUMENT   9NM64    NEUTRON MONITOR     	
NEWARK     STANDARD PRESSURE    1008.6  MB     COEFFICIENT   -0.735    % / MB
NEWARK     211028 300  143500-144000   00     101.99 1009.2     98.69    -0.92    -9999
NEWARK     211028 300  144000-144500   00     101.96 1009.2     98.67    -0.94    -9999
NEWARK     211028 300  144500-145000   00     103.62 1009.2    100.27     0.67    -9999
NEWARK     211028 300  145000-145500   00     103.32 1009.2     99.97     0.37    -9999
NEWARK     211028 300  145500-150000   00     101.98 1009.2     98.69    -0.92    -9999
NEWARK     211028 300  150000-150500   00     103.64 1009.2    100.26     0.66     0.43
NEWARK     211028 300  150500-151000   00     101.99 1009.1     98.60    -1.01    -1.24
NEWARK     211028 300  151000-151500   00     103.68 1009.1    100.23     0.63     0.39
NEWARK     211028 300  151500-152000   00     102.89 1009.0     99.39    -0.22    -0.46
NEWARK     211028 300  152000-152500   00     103.31 1008.9     99.71     0.11    -0.13
NEWARK     211028 300  152500-153000   00     103.09 1008.8     99.48    -0.13    -0.37
NEWARK     211028 300  153000-153500   00     103.75 1008.8    100.12     0.52     0.27
NEWARK     211028 300  153500-154000   00     103.19 1008.9     99.59    -0.01    -0.26
NEWARK     211028 300  154000-154500   00     102.44 1008.8     98.83    -0.78    -1.03
NEWARK     211028 300  154500-155000   00     101.92 1008.7     98.29    -1.32    -1.58
NEWARK     211028 300  155000-155500   00     104.58 1008.7    100.84     1.24     0.98
NEWARK     211028 300  155500-160000   00     103.63 1008.7     99.91     0.30     0.04
NEWARK     211028 300  160000-160500   00     104.06 1008.5    100.18     0.57     0.31
NEWARK     211028 300  160500-161000   00     103.36 1008.3     99.37    -0.23    -0.50
NEWARK     211028 300  161000-161500   00     104.88 1008.2    100.71     1.11     0.85
NEWARK     211028 300  161500-162000   00     103.74 1008.0     99.51    -0.09    -0.36
NEWARK     211028 300  162000-162500   00     105.29 1008.0    100.96     1.36     1.10
NEWARK     211028 300  162500-163000   00     105.53 1008.0    101.22     1.62     1.35
NEWARK     211028 300  163000-163500   00     102.13 1007.9     97.87    -1.74    -2.01
NEWARK     211028 300  163500-164000   00     106.63 1007.8    102.07     2.48     2.21
NEWARK     211028 300  164000-164500   00     105.61 1007.6    100.99     1.39     1.13
NEWARK     211028 300  164500-165000   00     104.05 1007.6     99.47    -0.13    -0.40
NEWARK     211028 300  165000-165500   00     103.66 1007.6     99.10    -0.50    -0.77
NEWARK     211028 300  165500-170000   00     102.74 1007.5     98.18    -1.43    -1.70
NEWARK     211028 300  170000-170500   00     104.13 1007.5     99.49    -0.12    -0.38
NEWARK     211028 300  170500-171000   00     104.38 1007.4     99.66     0.05    -0.21
NEWARK     211028 300  171000-171500   00     103.14 1007.3     98.37    -1.24    -1.50
NEWARK     211028 300  171500-172000   00     103.72 1007.2     98.86    -0.75    -1.01
NEWARK     211028 300  172000-172500   00     105.22 1007.1    100.24     0.64     0.38
NEWARK     211028 300  172500-173000   00     105.22 1007.0    100.14     0.54     0.28
NEWARK     211028 300  173000-173500   00     104.01 1006.9     98.93    -0.68    -0.93
NEWARK     211028 300  173500-174000   00     106.26 1006.9    101.08     1.48     1.23
NEWARK     211028 300  174000-174500   00     105.94 1006.9    100.75     1.15     0.90
NEWARK     211028 300  174500-175000   00     106.59 1006.9    101.38     1.78     1.54
NEWARK     211028 300  175000-175500   00     105.25 1006.8    100.04     0.43     0.19
NEWARK     211028 300  175500-180000   00     104.39 1006.7     99.19    -0.42    -0.66
NEWARK     211028 300  180000-180500   00     105.99 1006.6    100.64     1.04     0.80
NEWARK     211028 300  180500-181000   00     105.39 1006.5     99.96     0.36     0.13
NEWARK     211028 300  181000-181500   00     105.51 1006.4    100.01     0.41     0.18
NEWARK     211028 300  181500-182000   00     105.32 1006.3     99.77     0.17    -0.05
NEWARK     211028 300  182000-182500   00     107.62 1006.3    101.96     2.37     2.15
NEWARK     211028 300  182500-183000   00     106.86 1006.3    101.19     1.59     1.38
NEWARK     211028 300  183000-183500   00     107.48 1006.3    101.82     2.23     2.02
NEWARK     211028 300  183500-184000   00     106.37 1006.4    100.80     1.20     1.00
NEWARK     211028 300  184000-184500   00     104.78 1006.5     99.36    -0.24    -0.44
NEWARK     211028 300  184500-185000   00     104.93 1006.5     99.52    -0.08    -0.28
NEWARK     211028 300  185000-185500   00     105.14 1006.5     99.69     0.09    -0.10
NEWARK     211028 300  185500-190000   00     106.57 1006.5    101.04     1.44     1.26
NEWARK     211028 300  190000-190500   00     106.45 1006.5    100.96     1.36     1.18
NEWARK     211028 300  190500-191000   00     105.43 1006.6    100.07     0.46     0.30
NEWARK     211028 300  191000-191500   00     103.74 1006.7     98.54    -1.07    -1.23
NEWARK     211028 300  191500-192000   00     107.10 1006.7    101.74     2.15     1.99
NEWARK     211028 300  192000-192500   00     104.41 1006.7     99.16    -0.45    -0.59
NEWARK     211028 300  192500-193000   00     106.21 1006.7    100.85     1.25     1.11
NEWARK     211028 300  193000-193500   00     105.61 1006.7    100.32     0.72     0.58
NEWARK     211028 300  193500-194000   00     104.01 1006.8     98.88    -0.73    -0.85
NEWARK     211028 300  194000-194500   00     103.58 1006.9     98.50    -1.11    -1.22
NEWARK     211028 300  194500-195000   00     105.19 1006.8    100.00     0.40     0.29
NEWARK     211028 300  195000-195500   00     105.42 1006.8    100.24     0.63     0.54
NEWARK     211028 300  195500-200000   00     103.88 1006.8     98.77    -0.84    -0.93
NEWARK     211028 300  200000-200500   00     104.21 1006.9     99.11    -0.49    -0.57
NEWARK     211028 300  200500-201000   00     104.80 1006.8     99.63     0.03    -0.04
NEWARK     211028 300  201000-201500   00     104.37 1006.8     99.19    -0.41    -0.48
NEWARK     211028 300  201500-202000   00     105.96 1006.8    100.72     1.12     1.07
NEWARK     211028 300  202000-202500   00     104.79 1006.8     99.63     0.02    -0.02
NEWARK     211028 300  202500-203000   00     105.17 1006.8     99.99     0.39     0.36
NEWARK     211028 300  203000-203500   00     103.77 1006.9     98.70    -0.91    -0.93
NEWARK     211028 300  203500-204000   00     105.42 1006.8    100.25     0.64     0.63
NEWARK     211028 300  204000-204500   00     104.48 1006.9     99.37    -0.24    -0.24
NEWARK     211028 300  204500-205000   00     105.79 1006.9    100.67     1.07     1.08
NEWARK     211028 300  205000-205500   00     106.31 1007.0    101.17     1.57     1.59
NEWARK     211028 300  205500-210000   00     105.35 1006.9    100.18     0.58     0.62
NEWARK     211028 300  210000-210500   00     104.51 1006.8     99.34    -0.27    -0.22
NEWARK     211028 300  210500-211000   00     105.65 1006.8    100.44     0.84     0.90
NEWARK     211028 300  211000-211500   00     105.18 1006.8     99.97     0.36     0.43
NEWARK     211028 300  211500-212000   00     104.29 1006.8     99.13    -0.48    -0.40
NEWARK     211028 300  212000-212500   00     104.07 1006.8     98.96    -0.65    -0.55
NEWARK     211028 300  212500-213000   00     104.45 1006.9     99.32    -0.28    -0.18
NEWARK     211028 300  213000-213500   00     104.83 1006.8     99.62     0.01     0.14
NEWARK     211028 300  213500-214000   00     104.40 1006.8     99.20    -0.40    -0.27
NEWARK     211028 300  214000-214500   00     105.36 1006.7    100.07     0.47     0.62
NEWARK     211028 300  214500-215000   00     105.30 1006.7    100.04     0.43     0.59
NEWARK     211028 300  215000-215500   00     105.22 1006.7     99.94     0.33     0.51
NEWARK     211028 300  215500-220000   00     104.85 1006.7     99.61     0.00     0.19
NEWARK     211028 300  220000-220500   00     105.15 1006.9    100.02     0.41     0.62
NEWARK     211028 300  220500-221000   00     104.56 1006.9     99.50    -0.11     0.11
NEWARK     211028 300  221000-221500   00     103.41 1006.9     98.37    -1.24    -1.01
NEWARK     211028 300  221500-222000   00     104.40 1006.8     99.25    -0.36    -0.11
NEWARK     211028 300  222000-222500   00     103.49 1006.8     98.41    -1.20    -0.94
NEWARK     211028 300  222500-223000   00     105.25 1007.0    100.20     0.60     0.88
NEWARK     211028 300  223000-223500   00     103.81 1007.1     98.92    -0.69    -0.39
NEWARK     211028 300  223500-224000   00     103.87 1007.2     99.05    -0.56    -0.25
NEWARK     211028 300  224000-224500   00     104.49 1007.2     99.60    -0.01     0.32
NEWARK     211028 300  224500-225000   00     104.02 1007.1     99.12    -0.49    -0.14
NEWARK     211028 300  225000-225500   00     104.23 1007.1     99.29    -0.32     0.04
NEWARK     211028 300  225500-230000   00     105.97 1007.1    100.93     1.33     1.71
NEWARK     211028 300  230000-230500   00     102.50 1007.1     97.68    -1.93    -1.53
NEWARK     211028 300  230500-231000   00     104.39 1007.1     99.50    -0.11     0.31
NEWARK     211028 300  231000-231500   00     103.08 1007.2     98.28    -1.33    -0.90
NEWARK     211028 300  231500-232000   00     102.84 1007.2     98.06    -1.56    -1.11
NEWARK     211028 300  232000-232500   00     103.14 1007.2     98.34    -1.27    -0.80
NEWARK     211028 300  232500-233000   00     104.10 1007.1     99.19    -0.42     0.06
NEWARK     211028 300  233000-233500   00     105.12 1007.0    100.10     0.50     1.00
NEWARK     211028 300  233500-234000   00     103.80 1007.0     98.82    -0.79    -0.27
NEWARK     211028 300  234000-234500   00     104.73 1006.9     99.65     0.04     0.58
NEWARK     211028 300  234500-235000   00     103.84 1006.9     98.76    -0.85    -0.29
NEWARK     211028 300  235000-235500   00     104.31 1007.0     99.28    -0.33     0.25
NEWARK     211028 300  235500-240000   00     103.54 1007.0     98.58    -1.03    -0.43
NEWARK     211029 3600 000000-010000   00     103.20 1007.3     98.50    -1.11    -9999
NEWARK     211029 3600 010000-020000   00     102.70 1008.1     98.56    -1.05    -9999
NEWARK     211029 3600 020000-030000   00     102.91 1008.0     98.73    -0.88    -9999
NEWARK     211029 3600 030000-040000   00     103.29 1007.5     98.73    -0.88    -9999
NEWARK     211029 3600 040000-050000   00     103.65 1006.8     98.57    -1.04    -9999
NEWARK     211029 3600 050000-060000   00     104.19 1006.3     98.68    -0.93    -9999
NEWARK     211029 3600 060000-070000   00     104.22 1005.9     98.42    -1.19    -9999
NEWARK     211029 3600 070000-080000   00     104.80 1005.8     98.89    -0.72    -9999
NEWARK     211029 3600 080000-090000   00     105.27 1005.4     99.04    -0.57    -9999
NEWARK     211029 3600 090000-100000   00     105.77 1004.8     99.11    -0.50    -9999
NEWARK     211029 3600 100000-110000   00     106.96 1004.0     99.62     0.02    -9999
NEWARK     211029 3600 110000-120000   00     107.63 1003.4     99.78     0.17    -9999
NEWARK     211029 3600 120000-130000   00     107.47 1003.2     99.49    -0.11    -9999
NEWARK     211029 3600 130000-140000   00     107.89 1002.4     99.35    -0.26    -9999
NEWARK     211029 3600 140000-150000   00     108.65 1001.8     99.60     0.00    -9999
NEWARK     211029 3600 150000-160000   00     109.97 1000.5     99.80     0.19    -9999
NEWARK     211029 3600 160000-170000   00     110.72  999.2     99.59    -0.02    -9999
NEWARK     211029 3600 170000-180000   00     111.63  997.7     99.29    -0.32    -9999
NEWARK     211029 3600 180000-190000   00     113.11  996.6     99.74     0.14    -9999
NEWARK     211029 3600 190000-200000   00     113.80  995.8     99.78     0.18    -9999
NEWARK     211029 3600 200000-210000   00     114.11  994.7     99.27    -0.34    -9999
NEWARK     211029 3600 210000-220000   00     115.59  993.3     99.54    -0.07    -9999
NEWARK     211029 3600 220000-230000   00     115.43  994.0     99.86     0.25    -9999
NEWARK     211029 3600 230000-240000   00     115.78  993.6     99.89     0.29    -9999
*
COMMENT  FILE COMPOSED BY ILYA USOSKIN OF THE UNIVERSITY OF OULU
COMMENT  DATA OBTAINED FROM NMDB (15.05.2022)
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-03-30 17:39:06 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE73/C073NWRK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
