TERREADELI LATITUDE    -66.65    LONGITUDE     140       ALTITUDE    32 M
TERREADELI INSTRUMENT   9-NM-64  NEUTRON MONITOR	
TERREADELI STANDARD PRESSURE    740     MMHG   COEFFICIENT   -0.99     % / MMHG
TERREADELI PRE-INCREASE BASELINE TIME INTERVAL    010415    120000-130000   UT
TERREADELI PRE-INCREASE AVERAGE COUNTING RATE     98.67      COUNTS PER SECOND
TERREADELI TIME INTERVALS    300      
TERREADELI SCALE FACTORS     1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
TERREADELI 010414 300  082500-083000   10     108.93  727.6     96.27    -2.40    -9999
TERREADELI 010414 300  083000-083500   10     109.00  727.5     96.20    -2.50    -9999
TERREADELI 010414 300  083500-084000   10     108.00  727.5     95.33    -3.40    -9999
TERREADELI 010414 300  084000-084500   10     108.93  727.5     96.13    -2.60    -9999
TERREADELI 010414 300  084500-085000   10     109.07  727.6     96.33    -2.40    -9999
TERREADELI 010414 300  085000-085500   10     108.20  727.6     95.60    -3.10    -9999
TERREADELI 010414 300  085500-090000   10     109.87  727.6     97.07    -1.60    -9999
TERREADELI 010414 300  090000-090500   10     110.67  727.6     97.80    -0.90    -9999
TERREADELI 010414 300  090500-091000   10     108.40  727.6     95.80    -2.90    -9999
TERREADELI 010414 300  091000-091500   10     109.13  727.7     96.53    -2.20    -9999
TERREADELI 010414 300  091500-092000   10     109.73  727.7     97.07    -1.60    -9999
TERREADELI 010414 300  092000-092500   10     108.60  727.6     96.00    -2.70    -9999
TERREADELI 010414 300  092500-093000   10     108.33  727.7     95.80    -2.90    -9999
TERREADELI 010414 300  093000-093500   10     108.20  727.7     95.67    -3.00    -9999
TERREADELI 010414 300  093500-094000   10     109.07  727.7     96.47    -2.20    -9999
TERREADELI 010414 300  094000-094500   10     108.20  727.6     95.60    -3.10    -9999
TERREADELI 010414 300  094500-095000   10     108.93  727.6     96.20    -2.50    -9999
TERREADELI 010414 300  095000-095500   10     108.87  727.7     96.27    -2.40    -9999
TERREADELI 010414 300  095500-100000   10     109.20  727.7     96.60    -2.10    -9999
TERREADELI 010414 300  100000-100500   10     108.00  727.8     95.67    -3.00    -9999
TERREADELI 010414 300  100500-101000   10     108.67  727.8     96.20    -2.50    -9999
TERREADELI 010414 300  101000-101500   10     109.07  727.8     96.53    -2.20    -9999
TERREADELI 010414 300  101500-102000   10     109.20  727.8     96.73    -2.00    -9999
TERREADELI 010414 300  102000-102500   10     109.27  727.8     96.67    -2.00    -9999
TERREADELI 010414 300  102500-103000   10     108.07  727.9     95.73    -3.00    -9999
TERREADELI 010414 300  103000-103500   10     108.13  727.9     95.80    -2.90    -9999
TERREADELI 010414 300  103500-104000   10     108.73  727.9     96.40    -2.30    -9999
TERREADELI 010414 300  104000-104500   10     108.67  728.0     96.40    -2.30    -9999
TERREADELI 010414 300  104500-105000   10     109.73  727.9     97.20    -1.50    -9999
TERREADELI 010414 300  105000-105500   10     108.40  727.9     96.07    -2.60    -9999
TERREADELI 010414 300  105500-110000   10     107.53  727.8     95.20    -3.50    -9999
TERREADELI 010414 300  110000-110500   10     108.27  727.9     95.93    -2.80    -9999
TERREADELI 010414 300  110500-111000   10     108.20  727.9     95.93    -2.80    -9999
TERREADELI 010414 300  111000-111500   10     108.00  727.9     95.67    -3.00    -9999
TERREADELI 010414 300  111500-112000   10     108.13  728.0     95.93    -2.80    -9999
TERREADELI 010414 300  112000-112500   10     109.40  728.0     97.00    -1.70    -9999
TERREADELI 010414 300  112500-113000   10     107.80  728.0     95.60    -3.10    -9999
TERREADELI 010414 300  113000-113500   10     107.73  728.1     95.60    -3.10    -9999
TERREADELI 010414 300  113500-114000   10     109.20  728.1     97.00    -1.70    -9999
TERREADELI 010414 300  114000-114500   10     107.60  728.1     95.53    -3.20    -9999
TERREADELI 010414 300  114500-115000   10     106.47  728.2     94.67    -4.10    -9999
TERREADELI 010414 300  115000-115500   10     109.47  728.2     97.33    -1.40    -9999
TERREADELI 010414 300  115500-120000   10     108.00  728.2     95.93    -2.80    -9999
TERREADELI 010414 300  120000-120500   10     107.00  728.2     95.13    -3.60    -9999
TERREADELI 010414 300  120500-121000   10     108.33  728.2     96.33    -2.40    -9999
TERREADELI 010414 300  121000-121500   10     107.13  728.3     95.33    -3.40    -9999
TERREADELI 010414 300  121500-122000   10     108.13  728.3     96.20    -2.50    -9999
TERREADELI 010414 300  122000-122500   10     107.87  728.3     96.00    -2.70    -9999
TERREADELI 010414 300  122500-123000   10     107.47  728.3     95.60    -3.10    -9999
TERREADELI 010414 300  123000-123500   10     107.80  728.3     95.87    -2.80    -9999
TERREADELI 010414 300  123500-124000   10     107.80  728.3     95.93    -2.80    -9999
TERREADELI 010414 300  124000-124500   10     108.87  728.4     97.00    -1.70    -9999
TERREADELI 010414 300  124500-125000   10     108.00  728.4     96.20    -2.50    -9999
TERREADELI 010414 300  125000-125500   10     107.60  728.3     95.80    -2.90    -9999
TERREADELI 010414 300  125500-130000   10     107.40  728.4     95.67    -3.00    -9999
TERREADELI 010414 300  130000-130500   10     108.40  728.4     96.53    -2.20    -9999
TERREADELI 010414 300  130500-131000   10     107.87  728.4     96.07    -2.60    -9999
TERREADELI 010414 300  131000-131500   10     108.33  728.5     96.53    -2.20    -9999
TERREADELI 010414 300  131500-132000   10     107.20  728.5     95.53    -3.20    -9999
TERREADELI 010414 300  132000-132500   10     108.67  728.5     96.87    -1.80    -9999
TERREADELI 010414 300  132500-133000   10     107.47  728.5     95.80    -2.90    -9999
TERREADELI 010414 300  133000-133500   10     107.47  728.5     95.80    -2.90    -9999
TERREADELI 010414 300  133500-134000   10     107.40  728.5     95.73    -3.00    -9999
TERREADELI 010414 300  134000-134500   10     106.00  728.5     94.47    -4.30    -9999
TERREADELI 010414 300  134500-135000   10     107.07  728.5     95.40    -3.30    -9999
TERREADELI 010414 300  135000-135500   10     106.47  728.4     94.87    -3.90    -9999
TERREADELI 010414 300  135500-140000   10     109.27  728.5     97.40    -1.30    -9999
TERREADELI 010414 300  140000-140500   10     106.80  728.5     95.20    -3.50    -9999
TERREADELI 010414 300  140500-141000   10     107.33  728.4     95.60    -3.10    -9999
TERREADELI 010414 300  141000-141500   10     107.00  728.5     95.33    -3.40    -9999
TERREADELI 010414 300  141500-142000   10     108.20  728.4     96.33    -2.40    -9999
TERREADELI 010414 300  142000-142500   10     105.47  728.5     94.07    -4.70    -9999
TERREADELI 010414 300  142500-143000   10     105.33  728.5     93.93    -4.80    -9999
TERREADELI 010414 300  143000-143500   10     108.67  728.5     96.87    -1.80    -9999
TERREADELI 010414 300  143500-144000   10     108.40  728.6     96.80    -1.90    -9999
TERREADELI 010414 300  144000-144500   10     107.67  728.6     96.07    -2.60    -9999
TERREADELI 010414 300  144500-145000   10     106.67  728.6     95.20    -3.50    -9999
TERREADELI 010414 300  145000-145500   10     107.47  728.7     95.93    -2.80    -9999
TERREADELI 010414 300  145500-150000   10     108.80  728.7     97.20    -1.50    -9999
TERREADELI 010414 300  150000-150500   10     107.07  728.7     95.67    -3.00    -9999
TERREADELI 010414 300  150500-151000   10     107.40  728.8     96.07    -2.60    -9999
TERREADELI 010414 300  151000-151500   10     106.73  728.8     95.47    -3.20    -9999
TERREADELI 010414 300  151500-152000   10     109.40  728.7     97.73    -1.00    -9999
TERREADELI 010414 300  152000-152500   10     105.73  728.8     94.53    -4.20    -9999
TERREADELI 010414 300  152500-153000   10     106.47  728.8     95.13    -3.60    -9999
TERREADELI 010414 300  153000-153500   10     106.40  728.8     95.13    -3.60    -9999
TERREADELI 010414 300  153500-154000   10     107.87  728.8     96.47    -2.20    -9999
TERREADELI 010414 300  154000-154500   10     107.93  728.9     96.60    -2.10    -9999
TERREADELI 010414 300  154500-155000   10     108.27  728.8     96.80    -1.90    -9999
TERREADELI 010414 300  155000-155500   10     108.27  728.9     96.87    -1.80    -9999
TERREADELI 010414 300  155500-160000   10     106.20  728.9     95.07    -3.60    -9999
TERREADELI 010414 300  160000-160500   10     107.47  728.9     96.20    -2.50    -9999
TERREADELI 010414 300  160500-161000   10     107.60  729.0     96.40    -2.30    -9999
TERREADELI 010414 300  161000-161500   10     110.07  729.0     98.60    -0.10    -9999
TERREADELI 010414 300  161500-162000   10     107.67  729.0     96.47    -2.20    -9999
TERREADELI 010414 300  162000-162500   10     106.80  729.1     95.73    -3.00    -9999
TERREADELI 010414 300  162500-163000   10     107.93  729.1     96.80    -1.90    -9999
TERREADELI 010414 300  163000-163500   10     107.53  729.0     96.33    -2.40    -9999
TERREADELI 010414 300  163500-164000   10     107.73  729.1     96.60    -2.10    -9999
TERREADELI 010414 300  164000-164500   10     106.73  729.1     95.67    -3.00    -9999
TERREADELI 010414 300  164500-165000   10     107.93  729.1     96.80    -1.90    -9999
TERREADELI 010414 300  165000-165500   10     106.87  729.3     96.00    -2.70    -9999
TERREADELI 010414 300  165500-170000   10     107.40  729.4     96.60    -2.10    -9999
TERREADELI 010414 300  170000-170500   10     108.40  729.5     97.60    -1.10    -9999
TERREADELI 010414 300  170500-171000   10     107.27  729.5     96.60    -2.10    -9999
TERREADELI 010414 300  171000-171500   10     106.73  729.6     96.27    -2.40    -9999
TERREADELI 010414 300  171500-172000   10     107.87  729.5     97.13    -1.60    -9999
TERREADELI 010414 300  172000-172500   10     107.07  729.6     96.47    -2.20    -9999
TERREADELI 010414 300  172500-173000   10     106.20  729.7     95.80    -2.90    -9999
TERREADELI 010414 300  173000-173500   10     105.67  729.7     95.33    -3.40    -9999
TERREADELI 010414 300  173500-174000   10     108.60  729.7     98.00    -0.70    -9999
TERREADELI 010414 300  174000-174500   10     107.60  729.7     97.07    -1.60    -9999
TERREADELI 010414 300  174500-175000   10     108.20  729.7     97.60    -1.10    -9999
TERREADELI 010414 300  175000-175500   10     109.13  729.9     98.67     0.00    -9999
TERREADELI 010414 300  175500-180000   10     105.47  729.8     95.27    -3.40    -9999
TERREADELI 010414 300  180000-180500   10     107.20  729.7     96.67    -2.00    -9999
TERREADELI 010414 300  180500-181000   10     106.07  729.8     95.73    -3.00    -9999
TERREADELI 010414 300  181000-181500   10     108.13  729.8     97.67    -1.00    -9999
TERREADELI 010414 300  181500-182000   10     106.67  729.7     96.27    -2.40    -9999
TERREADELI 010414 300  182000-182500   10     108.87  729.8     98.33    -0.30    -9999
TERREADELI 010414 300  182500-183000   10     107.67  729.9     97.33    -1.40    -9999
TERREADELI 010414 300  183000-183500   10     107.40  729.9     97.00    -1.70    -9999
TERREADELI 010414 300  183500-184000   10     107.20  729.8     96.80    -1.90    -9999
TERREADELI 010414 300  184000-184500   10     105.93  729.8     95.67    -3.00    -9999
TERREADELI 010414 300  184500-185000   10     105.93  729.8     95.60    -3.10    -9999
TERREADELI 010414 300  185000-185500   10     107.53  729.9     97.13    -1.60    -9999
TERREADELI 010414 300  185500-190000   10     108.07  729.9     97.67    -1.00    -9999
TERREADELI 010414 300  190000-190500   10     107.33  730.0     97.13    -1.60    -9999
TERREADELI 010414 300  190500-191000   10     105.13  730.0     95.13    -3.60    -9999
TERREADELI 010414 300  191000-191500   10     104.93  729.9     94.87    -3.90    -9999
TERREADELI 010414 300  191500-192000   10     109.60  729.9     99.07     0.40    -9999
TERREADELI 010414 300  192000-192500   10     107.00  729.9     96.73    -2.00    -9999
TERREADELI 010414 300  192500-193000   10     106.53  730.0     96.33    -2.40    -9999
TERREADELI 010414 300  193000-193500   10     108.53  729.9     98.13    -0.50    -9999
TERREADELI 010414 300  193500-194000   10     108.73  730.0     98.40    -0.30    -9999
TERREADELI 010414 300  194000-194500   10     107.53  730.0     97.27    -1.40    -9999
TERREADELI 010414 300  194500-195000   10     108.20  730.0     97.87    -0.80    -9999
TERREADELI 010414 300  195000-195500   10     108.13  730.1     97.93    -0.70    -9999
TERREADELI 010414 300  195500-200000   10     105.93  730.2     96.00    -2.70    -9999
TERREADELI 010414 300  200000-200500   10     106.80  730.2     96.87    -1.80    -9999
TERREADELI 010414 300  200500-201000   10     106.93  730.2     96.93    -1.80    -9999
TERREADELI 010414 300  201000-201500   10     105.27  730.3     95.53    -3.20    -9999
TERREADELI 010414 300  201500-202000   10     106.53  730.3     96.73    -2.00    -9999
TERREADELI 010414 300  202000-202500   10     106.93  730.4     97.13    -1.60    -9999
TERREADELI 010414 300  202500-203000   10     106.53  730.4     96.80    -1.90    -9999
TERREADELI 010414 300  203000-203500   10     107.40  730.4     97.60    -1.10    -9999
TERREADELI 010414 300  203500-204000   10     105.20  730.4     95.60    -3.10    -9999
TERREADELI 010414 300  204000-204500   10     104.73  730.4     95.13    -3.60    -9999
TERREADELI 010414 300  204500-205000   10     105.80  730.5     96.13    -2.60    -9999
TERREADELI 010414 300  205000-205500   10     106.20  730.5     96.60    -2.10    -9999
TERREADELI 010414 300  205500-210000   10     106.60  730.6     97.07    -1.60    -9999
TERREADELI 010414 300  210000-210500   10     106.87  730.7     97.40    -1.30    -9999
TERREADELI 010414 300  210500-211000   10     105.67  730.7     96.33    -2.40    -9999
TERREADELI 010414 300  211000-211500   10     106.40  730.8     97.07    -1.60    -9999
TERREADELI 010414 300  211500-212000   10     105.87  730.8     96.53    -2.20    -9999
TERREADELI 010414 300  212000-212500   10     104.80  730.8     95.60    -3.10    -9999
TERREADELI 010414 300  212500-213000   10     106.07  730.9     96.80    -1.90    -9999
TERREADELI 010414 300  213000-213500   10     105.67  730.8     96.40    -2.30    -9999
TERREADELI 010414 300  213500-214000   10     105.33  730.8     96.07    -2.60    -9999
TERREADELI 010414 300  214000-214500   10     104.53  730.9     95.47    -3.20    -9999
TERREADELI 010414 300  214500-215000   10     105.73  730.9     96.53    -2.20    -9999
TERREADELI 010414 300  215000-215500   10     105.67  730.9     96.47    -2.20    -9999
TERREADELI 010414 300  215500-220000   10     105.40  730.9     96.20    -2.50    -9999
TERREADELI 010414 300  220000-220500   10     104.60  731.0     95.60    -3.10    -9999
TERREADELI 010414 300  220500-221000   10     104.47  731.0     95.47    -3.20    -9999
TERREADELI 010414 300  221000-221500   10     103.20  731.0     94.33    -4.40    -9999
TERREADELI 010414 300  221500-222000   10     104.40  731.1     95.53    -3.20    -9999
TERREADELI 010414 300  222000-222500   10     105.67  731.0     96.60    -2.10    -9999
TERREADELI 010414 300  222500-223000   10     106.00  731.0     96.93    -1.80    -9999
TERREADELI 010414 300  223000-223500   10     103.67  731.0     94.73    -4.00    -9999
TERREADELI 010414 300  223500-224000   10     104.33  731.0     95.40    -3.30    -9999
TERREADELI 010414 300  224000-224500   10     104.07  731.1     95.20    -3.50    -9999
TERREADELI 010414 300  224500-225000   10     105.13  731.1     96.20    -2.50    -9999
TERREADELI 010414 300  225000-225500   10     104.93  731.1     96.00    -2.70    -9999
TERREADELI 010414 300  225500-230000   10     105.33  731.1     96.40    -2.30    -9999
TERREADELI 010414 300  230000-230500   10     105.07  731.3     96.27    -2.40    -9999
TERREADELI 010414 300  230500-231000   10     104.53  731.2     95.73    -3.00    -9999
TERREADELI 010414 300  231000-231500   10     105.60  731.3     96.80    -1.90    -9999
TERREADELI 010414 300  231500-232000   10     105.60  731.3     96.80    -1.90    -9999
TERREADELI 010414 300  232000-232500   10     105.13  731.3     96.33    -2.40    -9999
TERREADELI 010414 300  232500-233000   10     105.73  731.4     96.93    -1.80    -9999
TERREADELI 010414 300  233000-233500   10     105.60  731.5     96.93    -1.80    -9999
TERREADELI 010414 300  233500-234000   10     105.07  731.5     96.47    -2.20    -9999
TERREADELI 010414 300  234000-234500   10     104.00  731.5     95.53    -3.20    -9999
TERREADELI 010414 300  234500-235000   10     105.33  731.5     96.73    -2.00    -9999
TERREADELI 010414 300  235000-235500   10     105.00  731.5     96.40    -2.30    -9999
TERREADELI 010414 300  235500-240000   10     105.00  731.6     96.53    -2.20    -9999
TERREADELI 010415 300  000000-000500   10     105.13  731.6     96.60    -2.10    -9999
TERREADELI 010415 300  000500-001000   10     105.00  731.6     96.53    -2.20    -9999
TERREADELI 010415 300  001000-001500   10     105.80  731.6     97.33    -1.40    -9999
TERREADELI 010415 300  001500-002000   10     105.80  731.6     97.27    -1.40    -9999
TERREADELI 010415 300  002000-002500   10     103.60  731.7     95.33    -3.40    -9999
TERREADELI 010415 300  002500-003000   10     103.60  731.6     95.20    -3.50    -9999
TERREADELI 010415 300  003000-003500   10     105.07  731.7     96.60    -2.10    -9999
TERREADELI 010415 300  003500-004000   10     105.13  731.7     96.73    -2.00    -9999
TERREADELI 010415 300  004000-004500   10     104.53  731.7     96.20    -2.50    -9999
TERREADELI 010415 300  004500-005000   10     105.27  731.8     97.00    -1.70    -9999
TERREADELI 010415 300  005000-005500   10     106.80  731.8     98.33    -0.30    -9999
TERREADELI 010415 300  005500-010000   10     104.73  731.7     96.40    -2.30    -9999
TERREADELI 010415 300  010000-010500   10     105.27  731.8     96.93    -1.80    -9999
TERREADELI 010415 300  010500-011000   10     103.40  731.8     95.20    -3.50    -9999
TERREADELI 010415 300  011000-011500   10     105.73  731.7     97.27    -1.40    -9999
TERREADELI 010415 300  011500-012000   10     105.87  731.7     97.47    -1.20    -9999
TERREADELI 010415 300  012000-012500   10     107.40  731.8     98.93     0.30    -9999
TERREADELI 010415 300  012500-013000   10     104.13  731.8     95.93    -2.80    -9999
TERREADELI 010415 300  013000-013500   10     104.47  731.8     96.20    -2.50    -9999
TERREADELI 010415 300  013500-014000   10     106.87  731.8     98.47    -0.20    -9999
TERREADELI 010415 300  014000-014500   10     103.07  731.7     94.80    -3.90    -9999
TERREADELI 010415 300  014500-015000   10     105.60  732.0     97.47    -1.20    -9999
TERREADELI 010415 300  015000-015500   10     105.87  732.0     97.73    -1.00    -9999
TERREADELI 010415 300  015500-020000   10     105.20  731.9     97.00    -1.70    -9999
TERREADELI 010415 300  020000-020500   10     105.40  732.0     97.27    -1.40    -9999
TERREADELI 010415 300  020500-021000   10     106.20  731.9     97.93    -0.70    -9999
TERREADELI 010415 300  021000-021500   10     106.33  731.9     98.07    -0.60    -9999
TERREADELI 010415 300  021500-022000   10     106.87  731.9     98.53    -0.10    -9999
TERREADELI 010415 300  022000-022500   10     104.00  731.8     95.80    -2.90    -9999
TERREADELI 010415 300  022500-023000   10     105.47  731.9     97.27    -1.40    -9999
TERREADELI 010415 300  023000-023500   10     106.73  731.9     98.40    -0.30    -9999
TERREADELI 010415 300  023500-024000   10     105.47  731.9     97.27    -1.40    -9999
TERREADELI 010415 300  024000-024500   10     104.53  732.0     96.47    -2.20    -9999
TERREADELI 010415 300  024500-025000   10     105.07  732.1     97.07    -1.60    -9999
TERREADELI 010415 300  025000-025500   10     103.33  732.0     95.33    -3.40    -9999
TERREADELI 010415 300  025500-030000   10     106.53  732.0     98.33    -0.30    -9999
TERREADELI 010415 300  030000-030500   10     104.47  732.0     96.40    -2.30    -9999
