BARENSBURG LATITUDE    78.12     LONGITUDE     14.42     ALTITUDE    0 M
BARENSBURG INSTRUMENT   6NM64    NEUTRON MONITOR     	
BARENSBURG STANDARD PRESSURE    974     mb     COEFFICIENT   -0.72     % / mb
BARENSBURG 031029 300  021000-021500   00      52.16  988.2     57.79     5.40     5.40
BARENSBURG 031029 300  021500-022000   00      51.30  988.3     56.86     3.70     3.70
BARENSBURG 031029 300  022000-022500   00      50.96  988.4     56.51     3.00     3.00
BARENSBURG 031029 300  022500-023000   00      51.70  988.4     57.35     4.60     4.60
BARENSBURG 031029 300  023000-023500   00      51.81  988.5     57.50     4.80     4.80
BARENSBURG 031029 300  023500-024000   00      51.23  988.5     56.88     3.70     3.70
BARENSBURG 031029 300  024000-024500   00      50.92  988.6     56.56     3.10     3.10
BARENSBURG 031029 300  024500-025000   00      50.89  988.6     56.55     3.10     3.10
BARENSBURG 031029 300  025000-025500   00      51.83  988.7     57.62     5.10     5.10
BARENSBURG 031029 300  025500-030000   00      52.18  988.8     58.03     5.80     5.80
BARENSBURG 031029 300  030000-030500   00      51.46  988.8     57.24     4.40     4.40
BARENSBURG 031029 300  030500-031000   00      51.43  988.8     57.19     4.30     4.30
BARENSBURG 031029 300  031000-031500   00      50.40  988.7     56.04     2.20     2.20
BARENSBURG 031029 300  031500-032000   00      51.24  988.7     56.95     3.80     3.80
BARENSBURG 031029 300  032000-032500   00      50.53  988.7     56.15     2.40     2.40
BARENSBURG 031029 300  032500-033000   00      50.28  988.6     55.87     1.90     1.90
BARENSBURG 031029 300  033000-033500   00      50.91  988.6     56.55     3.10     3.10
BARENSBURG 031029 300  033500-034000   00      51.49  988.6     57.18     4.20     4.20
BARENSBURG 031029 300  034000-034500   00      51.09  988.5     56.73     3.40     3.40
BARENSBURG 031029 300  034500-035000   00      51.59  988.5     57.26     4.40     4.40
BARENSBURG 031029 300  035000-035500   00      51.39  988.5     57.02     4.00     4.00
BARENSBURG 031029 300  035500-040000   00      51.38  988.4     57.00     3.90     3.90
BARENSBURG 031029 300  040000-040500   00      51.08  988.5     56.68     3.30     3.30
BARENSBURG 031029 300  040500-041000   00      52.25  988.6     58.04     5.80     5.80
BARENSBURG 031029 300  041000-041500   00      52.00  988.7     57.81     5.40     5.40
BARENSBURG 031029 300  041500-042000   00      51.27  988.9     57.05     4.00     4.00
BARENSBURG 031029 300  042000-042500   00      51.87  989.0     57.78     5.30     5.30
BARENSBURG 031029 300  042500-043000   00      52.60  989.1     58.65     6.90     6.90
BARENSBURG 031029 300  043000-043500   00      50.36  989.3     56.20     2.50     2.50
BARENSBURG 031029 300  043500-044000   00      51.40  989.4     57.43     4.70     4.70
BARENSBURG 031029 300  044000-044500   00      52.59  989.5     58.81     7.20     7.20
BARENSBURG 031029 300  044500-045000   00      51.81  989.7     57.99     5.70     5.70
BARENSBURG 031029 300  045000-045500   00      50.36  989.8     56.42     2.90     2.90
BARENSBURG 031029 300  045500-050000   00      50.62  989.9     56.77     3.50     3.50
BARENSBURG 031029 300  050000-050500   00      51.47  990.0     57.77     5.30     5.30
BARENSBURG 031029 300  050500-051000   00      50.65  990.1     56.88     3.70     3.70
BARENSBURG 031029 300  051000-051500   00      50.79  990.2     57.08     4.10     4.10
BARENSBURG 031029 300  051500-052000   00      50.99  990.3     57.33     4.50     4.50
BARENSBURG 031029 300  052000-052500   00      51.21  990.4     57.62     5.10     5.10
BARENSBURG 031029 300  052500-053000   00      50.54  990.5     56.89     3.70     3.70
BARENSBURG 031029 300  053000-053500   00      49.41  990.5     55.66     1.50     1.50
BARENSBURG 031029 300  053500-054000   00      49.76  990.6     56.08     2.20     2.20
BARENSBURG 031029 300  054000-054500   00      49.52  990.7     55.85     1.80     1.80
BARENSBURG 031029 300  054500-055000   00      50.70  990.8     57.21     4.30     4.30
BARENSBURG 031029 300  055000-055500   00      50.88  990.9     57.45     4.70     4.70
BARENSBURG 031029 300  055500-060000   00      49.14  991.0     55.51     1.20     1.20
BARENSBURG 031029 300  060000-060500   00      51.20  991.0     57.88     5.50     5.50
BARENSBURG 031029 300  060500-061000   00      50.22  991.1     56.79     3.50     3.50
BARENSBURG 031029 300  061000-061500   00      50.21  991.1     56.80     3.60     3.60
BARENSBURG 031029 300  061500-062000   00      50.53  991.2     57.19     4.30     4.30
BARENSBURG 031029 300  062000-062500   00      50.01  991.3     56.63     3.20     3.20
BARENSBURG 031029 300  062500-063000   00      50.83  991.3     57.58     5.00     5.00
BARENSBURG 031029 300  063000-063500   00      50.54  991.4     57.28     4.40     4.40
BARENSBURG 031029 300  063500-064000   00      49.57  991.4     56.20     2.50     2.50
BARENSBURG 031029 300  064000-064500   00      49.69  991.5     56.36     2.80     2.80
BARENSBURG 031029 300  064500-065000   00      48.38  991.5     54.90     0.10     0.10
BARENSBURG 031029 300  065000-065500   00      46.76  991.6     53.08    -3.20    -3.20
BARENSBURG 031029 300  065500-070000   00      46.43  991.7     52.72    -3.90    -3.90
BARENSBURG 031029 300  070000-070500   00      47.80  991.7     54.31    -1.00    -9999
BARENSBURG 031029 300  070500-071000   00      46.53  991.8     52.90    -3.60    -9999
BARENSBURG 031029 300  071000-071500   00      47.09  991.9     53.56    -2.40    -9999
BARENSBURG 031029 300  071500-072000   00      46.11  992.0     52.48    -4.30    -9999
BARENSBURG 031029 300  072000-072500   00      47.46  992.0     54.04    -1.50    -9999
BARENSBURG 031029 300  072500-073000   00      45.73  992.1     52.10    -5.00    -9999
BARENSBURG 031029 300  073000-073500   00      46.79  992.2     53.33    -2.80    -9999
BARENSBURG 031029 300  073500-074000   00      46.31  992.3     52.81    -3.70    -9999
BARENSBURG 031029 300  074000-074500   00      47.19  992.3     53.85    -1.80    -9999
BARENSBURG 031029 300  074500-075000   00      47.71  992.4     54.47    -0.70    -9999
BARENSBURG 031029 300  075000-075500   00      48.01  992.5     54.85     0.00    -9999
BARENSBURG 031029 300  075500-080000   00      48.77  992.6     55.75     1.60    -9999
BARENSBURG 031029 300  080000-080500   00      48.50  992.6     55.46     1.10    -9999
BARENSBURG 031029 300  080500-081000   00      48.24  992.7     55.19     0.60    -9999
BARENSBURG 031029 300  081000-081500   00      48.34  992.7     55.32     0.90    -9999
BARENSBURG 031029 300  081500-082000   00      47.70  992.8     54.62    -0.40    -9999
BARENSBURG 031029 300  082000-082500   00      48.02  992.9     55.00     0.30    -9999
BARENSBURG 031029 300  082500-083000   00      48.18  992.9     55.21     0.70    -9999
BARENSBURG 031029 300  083000-083500   00      47.21  993.0     54.12    -1.30    -9999
BARENSBURG 031029 300  083500-084000   00      46.76  993.0     53.62    -2.20    -9999
BARENSBURG 031029 300  084000-084500   00      46.42  993.1     53.25    -2.90    -9999
BARENSBURG 031029 300  084500-085000   00      48.28  993.1     55.41     1.00    -9999
BARENSBURG 031029 300  085000-085500   00      46.23  993.2     53.08    -3.20    -9999
BARENSBURG 031029 300  085500-090000   00      47.56  993.3     54.64    -0.40    -9999
BARENSBURG 031029 300  090000-090500   00      47.52  993.3     54.60    -0.50    -9999
BARENSBURG 031029 300  090500-091000   00      48.25  993.4     55.47     1.10    -9999
BARENSBURG 031029 300  091000-091500   00      46.54  993.4     53.53    -2.40    -9999
BARENSBURG 031029 300  091500-092000   00      46.65  993.5     53.67    -2.20    -9999
BARENSBURG 031029 300  092000-092500   00      45.31  993.5     52.15    -4.90    -9999
BARENSBURG 031029 300  092500-093000   00      47.58  993.6     54.78    -0.10    -9999
BARENSBURG 031029 300  093000-093500   00      46.11  993.6     53.11    -3.20    -9999
